sentence,sentiment,positive_score,negative_score,neutral_score
CAGR 2025-20301 Up to 5% DPS growth p.a.,positive,0.89435565,0.010247317,0.09539695
2026-2030 Financial capacity Attractive financial outlook with 6% EBITDA and EPS growth CAGR 2025-2030 Operational growth Shareholder remunerationEarnings growth (1) Energy Networks Germany.,positive,0.8756629,0.0080833575,0.11625377
"Capital Markets Story | 4Energy Networks Photo shown of an outdoor 110kV busbar (part of Schleswig-Holstein Netz AG, Germany) Photo shown of overhead lines (part of Bayernwerk Netz GmbH, Germany)We offer an unprecedented regulated growth trajectory with a clear strategic focus on power infrastructure 30.0 7.8 4.8 SEE4,5 Germany Sweden Power Gas FY 2025 Total RAB2,3 :€48bn Power: €43bn Gas: €6bn 5.8 CEE4,5 Current Regulated Asset Base (RAB) Projected power RAB development 37 39 42 61 2024 2025 2026 2027 2028 2029 2030 40 43 46 65 Fully consolidated RAB RAB from international participations T urkey & Slovakia E.ON Group-level E.ON Key Countries ~23 ~26 ~28 2026 2030 Czech Republic (AA- stable7) Germany6 (AAA stable7) Sweden (AAA stable7) ~42 ~9 ~6 20252024 ~7 ~8 ~8 ~10 2026 203020252024 ~3 ~3 ~3 ~4 2026 203020252024 2025-2030€bn €bn ~76% Adj.",positive,0.5221063,0.0091577675,0.46873593
EBITDA share1 (1) Average Adj.,neutral,0.0721752,0.01717786,0.9106469
EBITDA share over 2026-2030 plan excluding corporate functions.,neutral,0.030785548,0.016757408,0.952457
(2) RAB is the value of all distribution assets determined by the regulator.,neutral,0.022374244,0.024545588,0.95308024
"In general, RABs from different regulatory regimes are not directly comparable due to significant differences in regulatory calculation methods.",neutral,0.054790597,0.048541475,0.8966679
"These include for example different regulatory asset lifetimes, asset valuation methods or treatment of customer contributions for network connections.",neutral,0.027291616,0.023582064,0.9491263
"(4) Central Eastern Europe including Czech Republic, Poland, Slovakia.",neutral,0.035155624,0.017214801,0.9476295
"South Eastern Europe including Hungary, Croatia, Romania, Turkey.",neutral,0.028681152,0.023325661,0.9479932
(5) 100% view for Slovakia and Turkey.,neutral,0.11271819,0.010347797,0.87693405
(6) Assuming constant number of network concessions.,neutral,0.09073425,0.010366973,0.8988988
(7) Credit Rating from Standard & Poor’s.,neutral,0.3754888,0.01267223,0.61183894
"~9% CAGR 2025-2030 Capital Markets Story | 6 10% CAGR 6% CAGR 6% CAGR 2030 power RAB share5 ~ 94% (FY25: 88%)Our growing distribution networks are the backbone for a successful energy transition E.ON Capex ~€48bn1 2026-2030 E.ON Investment Plan 2026 - 2030 Photovoltaic Onshore wind Heat Pumps Battery storage Electric Vehicles e T ruckcharging Datacenters RAB-effective2 Investment Split Various distribution grid buildout drivers: (1) Cash-effective investments across Energy Networks, Energy Infrastructure Solutions, Energy Retail and Corporate Functions.",neutral,0.16364448,0.0075697997,0.8287858
Cash-effective investments within Energy Networks segment that impact our regulated asset base (RAB).,neutral,0.17039876,0.039535508,0.7900657
See full definition of RAB on page 6.,neutral,0.024379708,0.030552099,0.94506824
"(3) Share of digitalization to RAB-effective investments in assets, annual average.",neutral,0.18052681,0.007412149,0.812061
"e Annual average 2026 - 2030 Empowerment of the energy transition Grid modernization Gas Empowerment of the energy transition • Integration of expanding renewables • Connection of new customer use cases • Dynamization of the networks Asset modernization Gas ~€5.2bn ~€1.6bn ~€0.4bn €7.2bn ~25% of CAPEX for digitalization3 Smartification of infrastructure, creating observability and controllability of the grid Capital Markets Story | 7Highly visible and profitable earnings growth path driven by regulated business nature and enabled by operational excellence Energy Networks Value Drivers + Immediate guaranteed return on investments + Long-term infrastructure assets + Regulatory stability for up to 5 years + Positively geared towards inflation + Digitization investments supporting efficiencies Value creation spread of 150-200bps2 Operational excellence as enabler + Ability to operationally outperform E.ON • Standardization • Digitalization / Automatization • Synergy delivery Incentive-based regulatory regimes recognize high quality operations1 Regulatory systems consider Step 1: Core process definition Clustering of all process steps required along the way of providing access to and operate network infrastructure E.ON’s way to ensure operational excellence Step 2: Digital transformation Specification and roll-out of tailormade IT-solutions for each identified core process to increase efficiency Step 3: Consequent adaption Careful monitoring of chosen solutions and aiming for constant improvement (1) Each regulatory system varies in its individual framework and methodology.",positive,0.604914,0.009519968,0.385566
Degree of earnings impact for high quality operations therefore also differs across regulatory systems.,neutral,0.039398514,0.029819649,0.93078184
(2) Average 2026-30 ROCE over pre-tax cost of capital.,positive,0.5769909,0.17799959,0.24500953
Capital Markets Story | 8Energy Infrastructure Solutions Affordability Realizing cost effectiveness through economies of scale Key market drivers District Heating & Cooling Heating and cooling networks in urban areas.,neutral,0.4680204,0.009378679,0.5226008
"We design, build, own, operate, and optimize the assets.",neutral,0.05861142,0.010752611,0.9306359
"Best-in-class infrastructure portfolio capitalizing upon the decarbonization needs of cities and industries Security of supply & Resilience Industries focus on local energy mix to increase resilience against disruptions, e.g.",neutral,0.35810947,0.009660882,0.63222957
"natural disasters, import problems ~8% Core businesses and customers2 Housing companies, municipalities, real estate developers, private households, commercials Industrial & Commercial Solutions On-site energy infrastructure for industrial and commercial customers.",neutral,0.028451277,0.055917304,0.91563135
"We design, build, own, operate, and optimize the assets.",neutral,0.05861141,0.010752612,0.93063605
"Mid- to large-scale industrials, commercials, manufacturing Smart Metering (UK) Installation, exchange, ownership, and maintenance of quasi- regulated smart meters.",neutral,0.03272153,0.016698971,0.95057946
"Private households and commercials Electrification Electrification of heat, transport, and industrial processes Regulation Policy makers focus on emissions of industries and buildings (1) Average Adj.",neutral,0.029795943,0.020022525,0.9501815
EBITDA share over 2026-2030 plan excluding corporate functions.,neutral,0.030785533,0.016757399,0.952457
(2) Average EBITDA share over 2026-2030 plan.,neutral,0.209603,0.009998399,0.78039867
Pictures from top to bottom: First is from Blackburn Meadows District Heat Network in the UK.,neutral,0.025994109,0.025531743,0.94847417
"Second is from waste heat utilization project, where Industrial waste heat from thyssenkrupp Steel's steel production flows through a steam transfer pipe into the König Brewery, where it supplies thermal energy for the brewery processes.",neutral,0.054367084,0.01330512,0.9323278
Third are E.ON smart meters.,neutral,0.029637935,0.017728372,0.9526336
~45% ~35% ~20% Capital Markets Story | 10 Adj.,neutral,0.04111079,0.018862242,0.940027
EBITDA share1 11 Delivering attractive and long-term secured returns in a diversified market set-up • Typical contract duration of 10-20 years from contract conclusion • Long-term contracts offer for inflation protection and effective commodity passthrough • Flexible contract models: e.g.,positive,0.56931174,0.010386081,0.4203022
"design, build and operate / operation and maintenance / full-service contracting • ~75% of the €5bn CAPEX plan dedicated to growth • >8% median IRR for signed projects2 • Hurdle rate spread of 120-350bps3 Portfolio of infrastructure assets Key EIS characteristics Robust growth trajectory Value creative robust growth trajectory Adj.",neutral,0.382682,0.008906437,0.60841155
"EBITDA €bn CAPEX €bn (1) Heat, power, steam, and cool.",neutral,0.052835707,0.010321422,0.93684286
2025 number is excluding intercompany energy supplied.,neutral,0.023964858,0.025143161,0.9508919
"(2) Post tax, unlevered for EIS investment decisions for projects with capex >€10m since 2018.",neutral,0.0744182,0.010805825,0.91477597
"(3) IRR post-tax, unlevered vs. post-tax WACC.",neutral,0.24557154,0.0101805525,0.7442479
(4) Adjusted for non-operating effect.,neutral,0.028310303,0.035936426,0.9357533
FY 2025 showed marginal one-off effect in EIS segment.,negative,0.027610151,0.9414491,0.030940797
"~6,000 infrastructure assets ~5,000 km district heating & cooling grids ~18 TWh energy supplied to customers1 +12% CAGR Underlying EBITDA4 2025-2030 ~€5bn ∑ 2026-2030 Capital Markets Story | 11 0.6 2025 2030 One offs 0.6 ~1.1 2025 2030 0.9Energy Retail Building a strong connected asset base5 while providing affordable energy solutions Shaping the emerging flexibility market by continuously delivering innovative customer propositions, launching >10 new Flex propositions in 2025 Managing for operational efficiency and customer centricity Converging towards integrated flexibility offerings Large and loyal customer base managed for efficiency and growth of integrated flexible offerings Stable customer base of ~47m Digitalization Target to fully digitize and automate our processes Customer Centricity Improving customer journeys and unlocking brand value with new Playmaker positioning 7 out of 10 customers stay with E.ON for longer than 3 years4 Customer accounts2 million 13.6 3.9 8.3 21.0 Germany Netherlands United Kingdom Other3 and Turkey Power Gas Energy Sourcing Centralized for integrated portfolio management ~16% (1) Average EBITDA share over 2026-2030 plan excluding corporate functions.",positive,0.86072195,0.0070651313,0.13221297
"(3) Including Sweden, Italy, Czech Republic, Hungary, Croatia, Romania, Poland, Slovakia.",neutral,0.041078504,0.017241362,0.94168013
"(4) Average across main markets (GER, UK and NL).",neutral,0.27571118,0.011697798,0.71259105
"electric vehicles, photovoltaic, batteries and heat pumps.",neutral,0.027903525,0.02413587,0.9479606
Capital Markets Story | 13 Adj.,neutral,0.02588098,0.052336425,0.9217826
"EBITDA share1Offering attractive cash generation combined with a steady earnings path Generate reliable cash flow margins through operational improvements and new innovative product offerings to our large and loyal customer base Increasing cash contribution to ~€7.0bn1 (2026-2030) +4% CAGR Underlying EBITDA3 2025-2030 2026-2030 Investments and cash contribution1 €bn EBITDA B2C margin2 within 3-5% target range Attractive operating cash flow marginHealthy cashflows Steady earnings growth path (1) Cumulative OCF before interest and taxes minus cumulative cash-effective investments from 2026-2030, vs. ~€5.0bn from 2024-2028.",positive,0.9469411,0.017410723,0.035648238
(2) Central energy procurement earnings and revenues excluded.,neutral,0.0196616,0.08110045,0.899238
(3) Adjusted for non-operating effect.,neutral,0.031109571,0.03157713,0.93731326
FY 2025 showed marginal one-off effect in ER segment.,negative,0.038210202,0.92754155,0.034248173
"T otal cash contribution ~7.0 T otal investments ~2.5 Capital Markets Story | 14 1.7 2025 2026 2030 One offs 1.7 1.6-1.8 ~2.1Strategic Foundation Creating additional value through digital energy transformation Energy Networks Drive standardization, digitalization, automation, and asset smartification +~30% YOY increase in App usage of our customers across the group3 ~70 AI use cases implemented across markets (digital convenience and internal efficiency) ~16 Flex propositions across 6 markets (e.g.",positive,0.773805,0.0068887467,0.21930626
"world’s first bidirectional charging proposition) +~40% YOY increase in Connected asset base for gridX Home energy management system (HEMS) ~100% of German RAB on Enterprise Asset Management1 ~30,000 smart secondary substations installed Field Assistant as AI digital companion for low- voltage operations (up to 45% increased efficiency) ~41 m integrated grid connection points in Europe managed by envelio’sDigital T winsolution2 Energy Retail Digital-first customer experience and upgraded sales platforms Digital journey: Fix the basics: IT Operations Convergence of Business and IT Creating value through Digital 2021-2023 2024+ 2025+ (1) Digital platform incl.",positive,0.6053453,0.007857375,0.38679725
"partner, network connection,meter-2-cash, finance management.",neutral,0.03565314,0.013911988,0.9504349
(2) Envelio is part of E.ON Innovation portfolio;51% coverageof the German distributiongrid.,neutral,0.15044434,0.008007805,0.84154785
"IT Operationsand Digital Core Basis for earnings growth: ~40% faster delivery of use cases through global data lake (onboarding time reduced from 135 to 80 days) 100% of all applications migrated from data centres to the cloud Increase in IT stability reduced systems downtime (-26% vs. 2023; -77% vs. 2021) Capital Markets Story | 16of all renewable assets in Europe connected to E.ON grid, thereof >1 million renewable assets connected in Germany > 100 GW We maximize our positive impact in ecosystems and biodiversity with our ecological site management and maximizing circularity homes and business properties connected to first UK ectogrid1 advanced heating network in Silvertown, London with 3.8 t CO2 saving p.a.",positive,0.72944474,0.0120548615,0.25850037
"> 6k Sustainability as a key pillar of our strategic foundation We ensure the frequency of serious accidents and deaths is <0.07 by 20302 Diversity certification and recognition awarded through the PRIDE Champion Audit and Index Silver Pride Champion seal: Uhlala Pride Index (already second time 2024/2025) Positive development of share of female executives in 2025 of +1%, shows the commitment achieving our target ≥32% women in management positions by 20313 Board remuneration system aligned with ESG-targets (1) E.ON ectogrid is a hydraulic grid with low temperatures where heat pumps and cooling machines in every building adjust the temperature according to need.",positive,0.70039904,0.008472493,0.29112843
"In this process, each building sends excess heating or cooling to other buildings, depending on their needs.",neutral,0.024040883,0.037694026,0.9382651
"Through sharing, balancing, and storing energy, E.ON ectogrid efficiently uses all available energy flows before adding new energy and thus helps to reduce energy consumption in cities and communities up to 80 % and reach zero emission levels.",positive,0.6320986,0.008926601,0.35897478
"(2) Serious incidents and fatalities(SIF) for employees: Safety incidents per 1,000,000 working hours.",negative,0.014031249,0.8894487,0.09652002
(3) Equivalent to the share of women in our workforce.,neutral,0.089606605,0.015989635,0.8944038
"Environment Social Governance Capital Markets Story | 17Ambitious environmental targets form the basis for all our businesses A List (Leadership level) Rated on an A to D scale AA (Leader score range) Rated on an AAA to CCC scale C+/Prime Status Rated on a D- to A+ scale • Management remuneration system aligned with ESG-targets • ~100% EU-taxonomy aligned CAPEX4 • Green Financing Framework aligned with EU taxonomy Low-risk profile (19.0) Rated on a 0 to 40+ scale • Science Based T argets Initiative (SBTi) have validated E.ONs near term targets for reducing CO2 emissions • We reduce our emissions aligned with the 1.5-degree target of the Paris Climate Agreement • We exit coal assets of the fully consolidated entities by 2030 T arget 20301 2040 2050 E.ON progress1,3: Scope 1 -50%2 -100% -50% Scope 2 -50%2 -100% -30% Scope 3 -50%2 -100% -51% (1) Relative to 2019 figures.",positive,0.62837195,0.010649264,0.36097875
(2) -50% refers to E.ON’s SBTi validated 2030 target in line with a 1.5° pathway.,neutral,0.37703076,0.011151536,0.6118177
"(3) Emissions in 2025 were around 50 percent below 2019 levels due to portfolio adjustments, mild weather, and crisis-related energy savings in prior years.",negative,0.015319101,0.94103414,0.04364676
These effects do not currently make it possible to draw any conclusions about our ability to achieve our Scope 3 targets by 2030 or earlier.,neutral,0.2289532,0.019509576,0.7515372
(4) Of taxonomy- eligible investments in 2025.,neutral,0.07887154,0.0098212045,0.9113073
Ambitious ESG targets and commitments Governance and sustainable finance Lead in transparency reflected in prestigious ratings5 Capital Markets Story | 18Financial Strategy Attractive shareholder remuneration backed up by consistent dividend growth Dividend per share € 0.21 0.30 0.43 0.46 0.47 0.49 0.51 0.53 0.55 0.571 Up to 5% DPS growth p.a.,positive,0.864001,0.010036188,0.12596281
until 2030 We have delivered and will continue to deliver.,neutral,0.27677736,0.008788771,0.71443385
(1) Subject to 2026 AGM approval.,neutral,0.05485233,0.011890066,0.9332576
202220192016 20182017 2020 2021 20302023 2024 2025 Capital Markets Story | 20Continuous guidance achievement in a dynamic market environment characterized by unprecedented growth We keep our promises.,neutral,0.38130528,0.012454885,0.60623986
2022 2023 2024 2025 3.8 5.2 5.8 7.0 Energy Networks Capex Adjusted EBITDA1 2022 2023 2024 2025 8.1 8.12 9.0 9.8 €bn = Guidance met Adjusted Net Income1 2022 2023 2024 2025 1.9 2.52 2.9 3.0 €bn 2022 2023 2024 2025 0.51 0.53 0.55 0.573 €bn Dividend per Share (DPS) € (1) Adjusted for non-operating effects.,neutral,0.044597503,0.034945372,0.9204571
(2) Figure highlighting corresponding underlying values excluding one-off and timing effects.,neutral,0.025818875,0.024586333,0.94959474
(3) Subject to 2026 AGM approval.,neutral,0.052122638,0.012161998,0.9357154
Capital Markets Story | 21 Increasing investment program backed by strict value creation requirements 2026-2030 Investments1 ~€48bn 150-200bps ROCE over WACC spread3 Energy Sales B2C margins5 of 3-5% and cash contribution6 of ~€7bn by 2030 120-350 bps IRR spread4 ~€36bn RAB-effective: GER 73% / SWE 11% / CZ 5% / Other 11% ~€3bn network-adjacent & Other2: GER 100% 50% District Heating & Cooling 40% Industrial & Commercial Solutions 10% Smart Metering (UK) 65% Operational Improvements (including Digitalization) 25% Growth 10% Other Energy Networks ~€5bn ~€2.5bn Investment split Creating shareholder value Energy Infrastructure Solutions Energy Retail ~€40bn Segment (1) Cash-effective investments including Corporate Functions.,neutral,0.34651056,0.0083148135,0.6451746
Corporate Functions not depicted in the split on the right.,neutral,0.017459542,0.049503457,0.933037
"smart meters in Germany, technical networks services, water businesses, and broadband.",neutral,0.04151011,0.015156149,0.9433338
(3) Average 2026-30 ROCE over pre-tax cost of capital.,positive,0.575211,0.18415736,0.24063158
"(4) IRR post-tax, unlevered vs. post-tax WACC.",neutral,0.2231604,0.010504762,0.7663349
(5) Central energy procurement earnings and revenues excluded.,neutral,0.018527837,0.07709444,0.9043777
(6) Cumulative OCF before interest and taxes minus cash effective investments.,neutral,0.022666886,0.028240297,0.9490928
Capital Markets Story | 22Attractive financial outlook with 6% earnings growth and growing dividend Adjusted EBITDA1 €bn Adjusted Net Income1 €bn (1) Adjusted for non-operating effects.,positive,0.8954782,0.019163558,0.08535824
"From FY 2026 onwards, guidance is presented excluding value-neutral timing effects.",neutral,0.04621018,0.012044008,0.94174576
(2) Underlying: FY 2025 also excluding value-neutral timing effects and additionally one offs in segments other than Energy Networks.,neutral,0.024115669,0.18702716,0.7888572
"TSR: beyond EPS1 growth from €1.16 in 2025 to ~€1.45 in 2030, we maintain a dividend growth target of up to 5% per annum 9.4 2025 2026 2028 2030 One offs 9.52 9.4-9.6 >11.4 ~13.0 2.74 2025 2026 2028 2030 One offs 2.842 2.7-2.9 ~3.45 ~3.8 +6% CAGR Underlying 2025-2030 +6% CAGR Underlying 2025-2030 Capital Markets Story | 23Growth contributions across all segments, with a strong emphasis on EBITDA growth from power grid investments (1) Adjusted for non-operating effects.",neutral,0.44513997,0.0081821075,0.5466779
"From FY 2026 onwards, guidance is presented excluding value-neutral timing effects.",neutral,0.046210214,0.012044014,0.94174576
(2) Underlying: FY 2025 excluding value-neutral timing effects and additionally one offs in segments other than Energy Networks.,neutral,0.034088966,0.18299049,0.7829206
Adjusted EBITDA1 €bn Energy Retail Energy Networks 2025 2026 2030 7.32 7.2-7.4 ~9.8 0.6 2025 2026 2030 One offs 0.62 0.60-0.75 ~1.1 1.7 2025 2026 2030 One offs 1.72 1.6-1.8 ~2.1 +6% CAGR Underlying 2025-2030 +12% CAGR Underlying 2025-2030 +4% CAGR Underlying 2025-2030 Energy Infrastructure Solutions Capital Markets Story | 24(1) Cash Conversion Rate (CCR): OCFbIT excl.,neutral,0.05003396,0.015968222,0.9339978
OCFbIT related to dismantling activities / Adjusted.,neutral,0.015238326,0.18672755,0.7980342
(2) Debt factor: END / Adjusted EBITDA.,neutral,0.039322957,0.018477764,0.94219923
Strong BBB/Baa rating Debt factor2 target of ≤ 5.0x €5-10bn extra balance sheet capacity in 2030 Based on strong BBB/Baa rating metrics High earnings quality and growth • Sustainable average CCR1 of ~100% from 2025 to 2030 Discretionary disposal program of €2bn • Opportunistic execution of our portfolio optimization according to strategic and financial incentives Sound funding strategy enabling sustainable green growth path • Sustainable funding strategy with volumes of €3.5-5bn p.a.,positive,0.9161665,0.00896886,0.07486464
"with more than 50% green bonds and growing diversification Solid growth foundation from strong balance sheet and strong cash generation Capital Markets Story | 25Appendix Photo shown of an outdoor 110kV busbar (part of Schleswig-Holstein Netz AG, Germany)Guidance overview €bn FY 20251 FY 2026 FY 2030 Adj.",neutral,0.23294114,0.0076724454,0.75938636
EBITDA2 9.849 9.4-9.6 ~13.0 Energy Networks 7.695 7.2-7.4 ~9.8 Energy Infrastructure Solutions 0.588 0.60-0.75 ~1.1 Energy Retail 1.697 1.6-1.8 ~2.1 Adj.,neutral,0.032233283,0.024414603,0.94335216
Net Income2 3.022 2.7-2.9 ~3.8 EPS (€ per share)2 €1.16 €1.03-1.11 ~€1.45 Dividend (€ per share) €0.573 Up to 5% p.a.,neutral,0.050469372,0.016971903,0.9325587
ROCE 8.9% 8-9% 8-9%4 FY 2025 FY 2026 FY 2026-2030 Capex5 8.509 ~8.7 ~48 Energy Networks 7.023 ~7.0 ~40 Energy Infrastructure Solutions 0.895 ~1.0 ~5 Energy Retail 0.480 ~0.6 ~2.5 Debt factor6 4.4x ≤5.0x ≤5.0x (1) As reported.,neutral,0.0377603,0.023154927,0.9390848
(2) Adjusted for non-operating effects.,neutral,0.04204401,0.024459371,0.93349665
(3) Subject to 2026 AGM approval.,neutral,0.052122623,0.012161998,0.9357154
(4) Average for period 2026-2030.,neutral,0.032365136,0.0312606,0.93637425
"(5) Cash-effective investments including Corporate Functions & Other in FY25; ~100% of Capex EU taxonomy aligned, based on EU taxonomy eligible capex.",neutral,0.20459552,0.008509411,0.78689504
"(6) Economic Net Debt/EBITDA, EBITDA adjusted for non-operating effects.",neutral,0.09544866,0.04528763,0.85926366
Capital Markets Story | 27Sound funding strategy enabling sustainable green growth path Green financing >50% p.a.,neutral,0.4733298,0.010035262,0.5166349
• Majority of funding via green bonds or aligned with EU T axonomy • €33.2bn of total green financing capacity as of FY251 Tenors 3-30 years • Optimize maturity profile • Redemptions on any single day capped at €1bn Volumes €3.5-5bn p.a.,neutral,0.20581265,0.013786478,0.7804009
• Bond refinancing • Capex – mainly networks • Cash utilization of asset retirement obligations Currencies €-funding preferred • Predominantly euro- based asset base • Other currencies possible (will be swapped) Investor diversification Growing variety • Bond issuances in various currencies (e.g.,neutral,0.18424952,0.010988216,0.8047623
"AUD, CHF, JPY) • Supplemented by promissory notes (“Schuldschein- darlehen”), private placements and other instruments (1) Green financing capacity based on E.ON’s new Green Financing Framework published in November 2025.",neutral,0.20082408,0.0070830253,0.7920929
"Capital Markets Story | 280.0 0.5 1.0 1.5 2.0 2.5 3.0 3.5 4.0 4.5 5.0 '26 '27 '28 '29 '30 '31 '32 '33 '34 '35 '36 '37 '38 '39 '40 '41 '42 '43 '44 EUR Bonds GBP Bonds USD Bonds EUR Private Placements Other currencies (JPY, NOK, CHF, USD) EUR Schuldschein Capital market debt well diversified and substantially green (1) As per 24-Feb-2026.",neutral,0.43555176,0.011663151,0.55278504
Based on nominal debt values.,neutral,0.027791074,0.021791901,0.95041704
Additional information on key terms of benchmark bond transactions can be found here.,neutral,0.031117603,0.021095945,0.9477865
"Capital Market Debt1 (in €bn) Maturity Profile1 (in €bn) EUR Bonds GBP Bonds AUD Bonds USD Bonds EUR Private Placements EUR Schuldschein Other currencies (JPY, NOK, CHF, USD) €14.6bn green bonds €32.9bn Capital Markets Story | 29Iris Eveleigh Head of Investor Relations iris.eveleigh@eon.com +49 170 7688749 E.ON Investor Relations team Omar Barekzai Manager Investor Relations omar.barekzai@eon.com +49 152 52145045 Taski Maar Manager Investor Relations taski.maar@eon.com +49 176 8902813 Jonas Malecki Manager Investor Relations jonas.malecki@eon.com +49 174 3218677 Piipa Poutiainen Manager Investor Relations piipa.poutiainen@eon.com +49 162 1093888 Daniel Schüür Manager Investor Relations daniel.schueuer@eon.com +49 160 6771266 Björn Siggemann Manager Investor Relations bjoern.siggemann@eon.com +49 175 1996123 Andreas Thielen Manager Investor Relations andreas.thielen@eon.com +49 201 1842815 Capital Markets Story | 30Disclaimer This presentation contains information relating to E.ON Group (‘E.ON’) that must not be relied upon for any purpose and may not be redistributed, reproduced, published, or passed on to any other person or used in whole or in part for any other purpose.",neutral,0.016645854,0.055803817,0.92755026
"By accessing this document, you agree to abide by the limitations set out in this document as well as any limitations set out on the webpage of E.ON SE on which this presentation has been made available.",neutral,0.04192716,0.017498976,0.9405739
This document is being presented solely for informational purposes.,neutral,0.022019269,0.025468124,0.9525126
"It should not be treated as giving investment advice, nor is it intended to provide the basis for any evaluation or any securities and should not be considered as a recommendation that any person should purchase, hold or dispose of any shares or other securities.",neutral,0.020715242,0.031749688,0.9475351
The information contained in this presentation may comprise financial and similar information which is neither audited nor reviewed and should be considered preliminary and subject to change.,neutral,0.019011326,0.036656894,0.9443318
Some of the information presented herein is based on statements by third parties.,neutral,0.024252078,0.035452396,0.9402956
"No representation or warranty, express or implied, is made as to, and no reliance should be placed on, the fairness, accuracy, completeness or correctness of this information or any other information or opinions contained herein, for any purpose whatsoever.",neutral,0.026015427,0.040115453,0.93386906
This presentation may contain forward-looking statements based on current assumptions and forecasts made by E.ON management and other information currently available to E.ON.,neutral,0.025245491,0.022776091,0.9519784
"Various known and unknown risks, uncertainties and other factors could lead to material differences between the actual future results, financial situation, development or performance of the company and the estimates given here.",negative,0.026391799,0.5159957,0.45761245
"E.ON does not intend, and does not assume any liability whatsoever, to update these forward-looking statements or to conform them to future events or developments.",neutral,0.024189267,0.024670713,0.95114005
Neither E.ON nor any respective agents of E.ON undertake any obligation to provide the recipient with access to any additional information or to update this presentation or any information or to correct any inaccuracies in any such information.,neutral,0.023919951,0.03553269,0.94054735
"Certain numerical data, financial information and market data (including percentages) in this presentation have been rounded according to established commercial standards.",neutral,0.04556185,0.018677238,0.9357609
"As a result, the aggregate amounts (sum totals or interim totals or differences or if numbers are put in relation) in this presentation may not correspond in all cases to the amounts contained in the underlying (unrounded) figures appearing in the consolidated financial statements.",neutral,0.016432114,0.06787758,0.9156903
"Furthermore, in tables and charts, these rounded figures may not add up exactly to the totals contained in the respective tables and charts.",neutral,0.022234851,0.061594434,0.9161708
