sentence,sentiment,positive_score,negative_score,neutral_score
"E.ON’s sustainability reporting, which consists of the NFS and other sustainability disclosures, is guided by the findings of its materiality analysis and topics relevant for stakeholders.",neutral,0.04948762,0.012551825,0.93796057
It has been prepared with reference to the GRI Standards 2021 by the Global Reporting Initiative.,neutral,0.062779225,0.011279505,0.92594135
The GRI standards covered by the content of a chapter are displayed on the first page of the chapter.,neutral,0.017581452,0.03471356,0.94770503
The GRI Index provides an overview.,neutral,0.02944502,0.029063908,0.94149107
The Other Information chapter contains E.ON’s disclosures regarding the Electric Utilities and Power Generators Standards issued by the Sustainability Accounting Standards Board (“SASB”).,neutral,0.027070252,0.023391519,0.94953823
E.ON is committed to the ten principles of the United Nations Global Compact (“UNGC”) and supports the United Nations Sustainable Development Goals (“SDGs”).,neutral,0.1780094,0.008106644,0.8138839
We describe our contributions to the SDGs in the Strategy chapter.,neutral,0.109345354,0.009284831,0.88136977
"Our climate-related reporting, which is based on the recommendations of the Task Force on Climate-related Financial Disclosures (“TCFD”) as well, can be found in the chapter Climate Protection.",neutral,0.04175554,0.017503986,0.94074047
Scope This report encompasses all subsidiaries that are fully consolidated in E.ON’s Consolidated Financial Statements 2023.,neutral,0.024170455,0.022523241,0.95330626
Any deviations are marked accordingly.,neutral,0.025648933,0.090542465,0.8838087
KPI-based thresholds are used to distinguish companies that do not contribute significantly to the report.,neutral,0.035211742,0.022374097,0.9424142
"The next chapter, Business Model , contains more information about the E.ON Group’s structure and business segments.",neutral,0.02685106,0.02241149,0.9507375
The reporting period is the 2023 calendar year.,neutral,0.015426782,0.073087916,0.9114853
For most KPIs the corresponding prior-year figure is provided to improve comparability.,neutral,0.13307124,0.011847436,0.8550814
Adjustments to prior-year figures of a KPI are explained in footnotes.,neutral,0.017909558,0.053424295,0.9286662
Statements on the future development of E.ON and its subsidiaries are estimates based on information available at the time of reporting.,neutral,0.022017747,0.02494234,0.95303994
Actual results may deviate from these statements.,negative,0.020064482,0.7147546,0.26518086
The Corporate Governance Declaration is published on our website eon.com in the section Corporate Governance.,neutral,0.027042361,0.019807003,0.95315063
"The Integrated Annual Report was published on March 13, 2024, and is available in German and English in pdf format.",neutral,0.027324049,0.018573321,0.95410264
You can download the pdf version of this report at eon.com .,neutral,0.030363722,0.022087855,0.9475484
The previous Integrated Annual Report was published in March 2023.,neutral,0.020753484,0.04034717,0.9388993
You can find it and additional reports in the investor relations archive.,neutral,0.024497759,0.029398128,0.94610405
"Language To improve readability, we generally use the shorter name for companies and organizations (such as “E.ON” rather than “E.ON SE”).",neutral,0.040997483,0.01833308,0.9406695
"Sustainability Ratings E.ON’s commitment to transparency includes subjecting its sustainability performance to independent, detailed assessments by specialized agencies and capital-market analysts.",neutral,0.14324275,0.008253701,0.84850353
The findings of these assessments provide important guidance to investors and to E.ON.,neutral,0.22049017,0.0077246586,0.7717852
They help us identify our strengths and weaknesses and further improve our performance.,positive,0.90362567,0.008739333,0.08763503
The Sustainable Finance chapter presents the results of sustainability ratings.,neutral,0.033911005,0.019820718,0.9462683
Combined Group Management Report Contents Search Back → About this Report → Corporate Profile → Climate Protection and Environmental Management → Employees and Society → Governance → Sustainable Finance → Business Report → Forecast Report → Risks and Chances Report → Internal Control System → Disclosures Regarding Takeovers 3 E.ON SE Financial Statements 2023 Assurance The Combined Group Management Report is generally audited as part of the statutory audit of the financial statements.,neutral,0.021916948,0.02586617,0.95221686
"Content that is not part of the statutory audit of the Consolidated Financial Statements and is therefore excluded from the auditor’s report is identified separately, as described below.",neutral,0.016808229,0.05999598,0.92319584
"For the NFS and selected additional sustainability information, a separate assurance engagement (“Sustainability Assurance”) was also performed by KPMG AG in accordance with the International Standard on Assurance Engagements (“ISAE”) 3000 (Revised) issued by the International Auditing and Assurance Standards Board (“IAASB”).",neutral,0.041810747,0.0145860445,0.9436032
The audit assurance applied to the different contents is clarified in the report by means of various symbols.,neutral,0.026001716,0.026088763,0.94790953
Symbols next to headings [H2] apply until the next heading of the same level of hierarchy.,neutral,0.015985148,0.074154,0.9098609
Sections within the same chapter that were audited with a different assurance may be marked separately.,neutral,0.018482793,0.04503118,0.936486
This is done in longer sections by means of symbols next to the subheadings [H3] which apply until the next heading of the same level of hierarchy.,neutral,0.01807865,0.042085122,0.93983626
"In addition, individual sections or KPIs that are subject to a different audit assurance may be marked separately.",neutral,0.019319437,0.037401166,0.9432794
"The corresponding contents are marked as follows:  Not part of the statutory audit, audited with reasonable assurance as part of the Sustainability Assurance in accordance with ISAE 3000.",neutral,0.043616053,0.013171136,0.94321275
" Not part of the statutory audit, audited with limited assurance as part of the Sustainability Assurance in accordance with ISAE 3000; individual text passages are indicated by ►◄.",neutral,0.03106379,0.017264508,0.95167166
" Not part of the statutory audit, unaudited; individual text passages are indicated by › ‹.",neutral,0.016207132,0.037453663,0.9463392
"Prior-year figures and quantified changes from the prior year included in sections marked as audited are, in principle, audited with the same degree of assurance as for the 2023 reporting year.",neutral,0.055937573,0.017078053,0.92698437
Figures for 2021 were audited with limited assurance.,neutral,0.035548147,0.062330674,0.9021211
"The precise scope of the audit is described in the Other Information section in the Independent Auditor’s Report and in the report on the management review of sustainability information.Combined Group Management Report Contents Search Back → About this Report → Corporate Profile → Climate Protection and Environmental Management → Employees and Society → Governance → Sustainable Finance → Business Report → Forecast Report → Risks and Chances Report → Internal Control System → Disclosures Regarding Takeovers 4 E.ON SE Financial Statements 2023 Corporate Profile Business Model E.ON is an investor-owned energy company with approximately 74,600 employees led by Corporate Functions in Essen.",neutral,0.028680526,0.02108977,0.9502297
The Group’s core business is divided into two segments: Energy Networks and Customer Solutions.,neutral,0.043254144,0.013610439,0.94313544
"Corporate functions, equity interests managed directly by E.ON SE, and non-strategic operations are reported under Corporate Functions/Other.",neutral,0.016987953,0.031893685,0.95111835
Corporate Functions Corporate Functions’ main task is to lead the E.ON Group.,neutral,0.025152888,0.02329302,0.9515541
This involves charting E.ON’s strategic course and managing and funding its existing business portfolio.,neutral,0.12632151,0.007934309,0.86574423
"Corporate Functions’ tasks include optimizing E.ON’s overall business across countries and markets from a financial, strategic, and risk perspective, conducting stakeholder management, and managing E.ON Energy Markets GmbH (“E.ON Energy Markets”), the Company’s central commodity procurement unit.",neutral,0.045196414,0.013172705,0.94163084
"The E.ON Group’s non-strategic activities, such as the operation of nuclear power stations until April 15, 2023, and their dismantling (managed by the PreussenElektra unit) and the generation business in Turkey are reported here as well.",neutral,0.023684438,0.022691993,0.9536236
Energy Networks This segment consists of E.ON’s power and gas distribution networks and related activities.,neutral,0.03365295,0.01578044,0.95056665
"It is subdivided into three regional markets: Germany, Sweden, and East-Central Europe/Turkey (which consists of the Czech Republic, Hungary, Romania, Poland, Croatia, Slovakia, and the stake in Enerjisa Enerji in Turkey, which is accounted for using the equity method).",neutral,0.026407797,0.017428664,0.9561635
"This segment’s main tasks include operating its power and gas networks safely and reliably, carrying out all necessary maintenance and repairs, and expanding its power and gas networks, which frequently involves adding customer connections and the connection of renewable energy generation assets.",neutral,0.41968623,0.008987298,0.57132655
Customer Solutions This segment serves as the platform for working with E.ON’s customers to actively shape Europe’s energy transition.,neutral,0.269563,0.006733971,0.723703
"This includes supplying customers in Europe (excluding Turkey) with power, gas, and heat, and providing them with solutions that enhance their energy efficiency, energy autonomy, and eMobility.",positive,0.7067032,0.0073634223,0.28593343
"E.ON’s activities are tailored to the individual needs of customers across all categories: residential, small and medium-sized enterprises, large commercial and industrial, sales partners, and public entities.",neutral,0.07037766,0.010216179,0.91940624
"The E.ON Group’s main presence in this business is in Germany, the United Kingdom, the Netherlands, Nordics (for example, Sweden, Denmark, and Norway), Italy, the Czech Republic, Hungary, Croatia, Romania, Poland, and Slovakia.",neutral,0.04487827,0.012714582,0.94240713
"In addition, Energy Infrastructure Solutions engages in activities aimed at decarbonizing commercial customers, cities, and communities, such as sustainable city solutions and district heating.",neutral,0.09116766,0.010262837,0.89856946
"Significant Changes to the Business Model Effective January 1, 2024 Some of the Energy Network segment's regional markets were reclassified effective January 1, 2024.",neutral,0.026069216,0.033767764,0.94016296
"East-Central Europe/Turkey is now divided into East-Central Europe (which includes the Czech Republic, Slovakia, and Poland) and Southeastern Europe (which includes Hungary, Croatia, Romania, and our stake in Enerjisa Enerji in Turkey, which is accounted for using the equity method).",neutral,0.031031089,0.014818199,0.95415074
"In addition, the Customer Solutions segment was renamed Energy Retail.",neutral,0.04383987,0.021176256,0.93498385
"Furthermore, the Energy Infrastructure Solutions (""EIS"") was transferred from Energy Retail and has been an independent segment since January 1, 2024.",neutral,0.039114047,0.014504921,0.94638103
We thus now report on its activities separately.,neutral,0.0256519,0.017292285,0.95705587
"Furthermore, the E.ON Group's central commodity procurement unit, E.ON Energy Markets, is reported at Energy Retail effective January 1, 2024.",neutral,0.0190836,0.025608238,0.9553082
"It was part of Corporate Functions/Other until December 31, 2023.",neutral,0.017549621,0.031205554,0.9512449
"ESG Materiality and Stakeholder Engagement  ESG Materiality GRI 3-1, GRI 3-2 E.ON has conducted an annual materiality analysis since 2006.",neutral,0.03844142,0.018170957,0.94338757
The purpose is to identify and evaluate the sustainability topics that are most important to the Company and its stakeholders.,neutral,0.13468017,0.008326339,0.8569935
This report contains information on the topics that the materiality analysis deemed to be particularly significant.,neutral,0.039373618,0.025791442,0.93483496
It also partially addresses less material sustainability topics.,neutral,0.036229495,0.017710596,0.9460599
"E.ON thus aims to meet the different expectations of stakeholders as well as the requirements of environmental, social, and governance (“ESG”) rankings and ratings.",neutral,0.122704685,0.008063665,0.86923164
We provide an overview of the material and other topics in the Non-Financial Statement (“NFS”) Index.,neutral,0.03223456,0.021736138,0.94602925
Identification of Material Topics In 2023 E.ON conducted a materiality analysis in accordance with the requirements of the Non-Financial Reporting Directive (“NFRD”).,neutral,0.06605058,0.012428981,0.9215205
"The requirements of the Corporate Sustainability Reporting Directive (“CSRD”) were taken into account, but not applied.",neutral,0.04729212,0.015440906,0.937267
We applied the double materiality principle: we considered the financial perspective as well as the impact perspective.,neutral,0.035080608,0.021523438,0.943396
"The process had four steps, which are described below: Step One: Topic Identification and Collection E.ON first gathered information and evidence on potentially material topics.",neutral,0.03328615,0.018910205,0.9478036
"We consulted a variety of sources, including regulations, reporting standards as well as statements from customers, competitors, investors, and non-governmental organizations (“NGOs”).",neutral,0.041561853,0.01708218,0.941356
We used this to create an overview of possible material topics.,neutral,0.04799311,0.015211533,0.93679535
These were then compared with our existing material topics and collated.,neutral,0.032434296,0.0200774,0.94748837
The basis for this was an evaluation that correlates a topic’s frequency of mention to its importance for the industry.,neutral,0.08206854,0.014912089,0.9030194
"Experts from Sustainability, Group Accounting, and Investor Relations divisions reviewed and finally agreed on a short list of E.ON’s potentially material topics.",neutral,0.122442104,0.011873746,0.8656841
"Combined Group Management Report Contents Search Back → About this Report → Corporate Profile → Climate Protection and Environmental Management → Employees and Society → Governance → Sustainable Finance → Business Report → Forecast Report → Risks and Chances Report → Internal Control System → Disclosures Regarding Takeovers 5 E.ON SE Financial Statements 2023 Step Two: Impact Perspective E.ON analyzed the impact perspective by surveying NGOs, research institutes, suppliers, customers, and other stakeholders.",neutral,0.04795077,0.016655417,0.9353938
We gave them a questionnaire containing the topics identified in step one and asked them to rate them.,neutral,0.107099146,0.012519445,0.88038146
The questionnaire’s findings were then examined in greater depth in stakeholder interviews.,neutral,0.09492283,0.011725053,0.89335203
"Representatives from the Sustainability, Group Accounting, Investor Relations, and Group Risk functions evaluated the survey’s findings in a workshop, which concluded the impact analysis.",neutral,0.1341292,0.01934319,0.84652764
Step Three: Financial Perspective E.ON evaluated the financial perspective by examining the risks and opportunities associated with the ESG topics contained in its Enterprise Risk Management (“ERM”) system.,neutral,0.16128449,0.0098649375,0.8288506
"Another workshop, consisting of the same participants, was then held to assess and validate the financial materiality of the topics identified.",neutral,0.07010261,0.01445724,0.9154401
Step Four: Materiality Threshold E.ON finalized the list of topics by defining a common materiality threshold for the impact and financial perspectives.,neutral,0.049108356,0.014071796,0.93681985
Only topics that exceeded it were considered material.,neutral,0.032873336,0.034922406,0.9322043
"To determine them, we held a third workshop consisting of the above-mentioned participants.",neutral,0.052816097,0.018473236,0.9287107
"The findings were then presented to the Sustainability Council, which approved E.ON’s materiality analysis for 2023.",neutral,0.15244074,0.009385915,0.83817333
The council is chaired by the Chief Sustainability Officer.,neutral,0.027082494,0.02287376,0.95004374
He reports periodically to the E.ON Management Board on progress made.,neutral,0.06276099,0.015358248,0.9218808
Material Topics E.ON’s sustainability reporting for the 2023 reporting year must for the last time reflect NFRD requirements.,neutral,0.019650662,0.03640865,0.94394064
We therefore did not conduct a comprehensive update of our sustainability analysis pursuant to NFRD requirements.,neutral,0.03236151,0.03991284,0.9277257
"Instead, we conducted a Group- wide materiality analysis oriented toward the European Sustainability Reporting Standards 2 (“ESRS 2”) in order to prepare for our first reporting pursuant to the Corporate Sustainability Reporting Directive (“CSRD”) for the 2024 reporting year.",neutral,0.19410312,0.01064796,0.79524887
We integrated the approval of the update of our sustainability analysis pursuant to NFRD requirements from 2022 and assessed the prior year’s findings to ensure they are up to date.,positive,0.5742482,0.011055246,0.41469654
Our CEO Leonard Birnbaum and our CFO Marc Spieker performed the final validation.,neutral,0.09003805,0.018682333,0.89127964
"The findings of our NFRD materiality analysis for 2023, which are listed below, reaffirm the findings of the analysis from the prior year.",neutral,0.083548285,0.021378845,0.8950729
The highest relevance from a financial and impact perspective was assigned to the following three topics: • Climate-change mitigation • Energy affordability • Reliable energy supply The material topic of climate-change mitigation also encompasses customer solutions that mitigate climate change.,neutral,0.08553385,0.00953257,0.90493363
"Since both aspects— general climate-change mitigation and customer solutions that mitigate climate change— are extensive, they are presented in separate chapters in the Integrated Annual Report 2023.",neutral,0.053745594,0.01514429,0.93111014
The ESG chapters of this report provide information on E.ON’s approach to managing its material topics and outline the Company’s progress in the reporting year.,neutral,0.04968515,0.014192674,0.93612224
"The description of the management approach is based on GRI 3-3, Management of material topics.",neutral,0.025387807,0.02411754,0.9504947
"Stakeholder Engagement GRI 2-28, GRI 2-29 E.ON continually seeks dialogue with its various stakeholders.",neutral,0.48315236,0.008387616,0.5084601
We want to listen to and understand their points of view and also to talk to them openly about the potential short- and long-term impacts of our business activities.,neutral,0.15415397,0.009192191,0.83665377
"This is an important objective of our daily work at the local, national, and European level.",neutral,0.09539671,0.010839937,0.89376336
A stakeholder is any person who or any group that has an interest in a company.,neutral,0.022086008,0.029869558,0.9480444
Stakeholder engagement is thus a core process of E.ON’s corporate governance.,neutral,0.04444969,0.017711453,0.9378388
The dialogue formats we choose vary by stakeholder and topic.,neutral,0.027775532,0.0202812,0.9519433
They range from information campaigns and discussion forums with associations and NGOs to face-to-face discussions and lobbying.,neutral,0.03659772,0.020364553,0.9430377
"For example, E.ON is actively involved in the global investor initiative CDP (Carbon Disclosure Project), works with the United Nations Environment Programme (“UNEP”), and supports the UN Decade on Ecosystem Restoration.",neutral,0.23971699,0.0073966775,0.7528863
"Furthermore, since 2021 E.ON has been part of the LEAF Coalition (Lowering Emissions by Accelerating Forest Finance), which is committed to biodiversity and the protection of tropical forests.",neutral,0.29201624,0.008087529,0.6998963
More information on CDP and the LEAF Coalition can be found in the “Climate Protection” chapter.,neutral,0.043533947,0.015440595,0.9410255
"E.ON is also a member of SolarPower Europe, a European association of energy suppliers and solar companies.",neutral,0.098302886,0.0091622155,0.8925349
The Solar Stewardship Initiative (“SSI”) was set up as part of this association.,neutral,0.07228469,0.011512173,0.9162031
Its aim is to create more transparency for solar-power supply chains and to ensure compliance with human rights.,positive,0.4972323,0.01165784,0.49110985
E.ON actively participates in policy debates on issues that affect the Company.,neutral,0.101269394,0.01048806,0.88824254
"We use a variety of channels for this, including lobbying, media interviews with our executives, and their appearances as public speakers.",neutral,0.040003505,0.016677365,0.94331914
"In addition, policymakers and regulators frequently invite E.ON to provide its technical and energy expertise as part of their decision-making processes.",neutral,0.05335581,0.013985596,0.93265855
The Company offers its expertise proactively as well.,positive,0.6938947,0.0067746066,0.2993307
This type of advocacy is important because the energy sector is significantly influenced by policy and regulatory decisions.,neutral,0.12574467,0.009115433,0.86513984
Energy policy discussions in Brussels and Berlin focused on a future market design for the electricity market and the necessary expansion of infrastructure.,positive,0.53733647,0.010505277,0.45215827
"Furthermore, E.ON takes part in discussions on energy, environmental, and climate policy in a variety of other forums.",neutral,0.0710542,0.010637787,0.918308
"For example, Leonhard Birnbaum is part of the European CEO Alliance, an alliance of EU-wide business leaders who discuss ways to provide additional support to the EU Green Deal.",neutral,0.31167206,0.01010639,0.6782215
"Effective November 21, 2022, Leonhard Birnbaum was appointed acting Combined Group Management Report Contents Search Back → About this Report → Corporate Profile → Climate Protection and Environmental Management → Employees and Society → Governance → Sustainable Finance → Business Report → Forecast Report → Risks and Chances Report → Internal Control System → Disclosures Regarding Takeovers 6 E.ON SE Financial Statements 2023 president of Eurelectric, the association of the European electricity industry; he was elected president in March 2023 and has officially been in office since June 2023.",neutral,0.02651219,0.023879455,0.9496083
"Eurelectric is an umbrella organization representing more than 3,500 European companies active in electricity generation, distribution, and supply.",neutral,0.06667146,0.009879353,0.9234492
"Direct members of Eurelectric are the national associations, including the German Association of the Energy and Water Industries (German abbreviation: “BDEW”), Swedenergy, and Energy UK.",neutral,0.050340865,0.013663742,0.9359954
› The Climate Advocacy and Associations Report provides an overview of E.ON’s lobbying approach as well as the associations and initiatives which the Company is part of and the key positions it holds in conjunction with its efforts to propel the energy transition.,neutral,0.108769245,0.0087404335,0.88249034
All of E.ON’s lobbying activities and dialogue formats comply with national and European laws and guidelines on representing corporate interests and responsible lobbying.,neutral,0.078253195,0.010322599,0.9114242
"‹ Below is an overview of E.ON’s most important stakeholders, their significance for E.ON, and their expectations of E.ON.",neutral,0.041824546,0.014635203,0.9435403
Combined Group Management Report Contents Search Back → About this Report → Corporate Profile → Climate Protection and Environmental Management → Employees and Society → Governance → Sustainable Finance → Business Report → Forecast Report → Risks and Chances Report → Internal Control System → Disclosures Regarding Takeovers 7 E.ON SE Financial Statements 2023 E.ON is a member of numerous industry networks and trade associations in individual countries and at the European level.,neutral,0.03719809,0.016636128,0.94616574
"They enable companies to share information about climate protection, customer needs, and industry trends, and to represent shared interests to policymakers and regulators.",neutral,0.12658736,0.009265601,0.86414707
"Examples of these memberships include: • German Association of Energy and Water Industries (German abbreviation: “BDEW”): through the BDEW E.ON is also represented in two European trade associations, Eurelectric and Eurogas.",neutral,0.067250706,0.009993976,0.9227553
• Federation of Germany Industries (German abbreviation: “BDI”): E.ON is engaged in the BDI through its membership in the Association of the German Interconnected Grid Systems Economy (German abbreviation: “VdV”).,neutral,0.09019356,0.009178955,0.90062743
E.ON also supports the BDI through the Association for the Promotion of Germany Industry.,neutral,0.10333864,0.008918103,0.88774323
"BDI is a member of BusinessEurope, a European umbrella organization.",neutral,0.08611209,0.010347246,0.9035407
"• German Industry Initiative for Energy Efficiency (Deutsche Unternehmensinitiative Energieeffizienz, or “DENEFF”): a multi- industry network of companies and organizations dedicated to enhancing energy efficiency.",neutral,0.24724245,0.007610558,0.74514693
"• Bitkom: through this industry initiative for a digital economy the Company is also represented in the Federal Association of German Industry (Bundesverband der Deutschen Industrie) and its European umbrella organization, BusinessEurope.",neutral,0.19504996,0.0067244666,0.7982255
• E.ON executives take part in the Economic Council of the CDU e.V.,neutral,0.035709813,0.014036171,0.950254
and the Economic Forum of the SPD e.V.,neutral,0.028613385,0.028671758,0.94271487
• European Distribution System Operators for Smart Grids (“EDSO for Smart Grids”): European association promoting smart grids and the digitalization of the energy sector.,neutral,0.18337278,0.007639058,0.80898815
• Energy UK: a trade association for energy in the United Kingdom.,neutral,0.05655646,0.012418813,0.93102473
"• Swedenergy: a private association of companies involved in electricity production, sale, and trading in Sweden.",neutral,0.033491507,0.01646708,0.9500414
Stakeholder Dialogue on Safe Post-Operations and Plant Dismantling E.ON subsidiary PreussenElektra is responsible for the safe post- operation and dismantling of its nuclear power plants (“NPPs”).,neutral,0.07799584,0.011429651,0.91057456
Ongoing dialogue with stakeholders is essential.,neutral,0.29253975,0.009331963,0.69812834
PreussenElektra communicates with a broad spectrum of stakeholders through press releases and briefings.,neutral,0.0582763,0.010176929,0.9315468
The Company also uses events and forums to speak directly with its stakeholders and benefit from their feedback.,neutral,0.13468361,0.00805847,0.8572579
The aim of all these measures is to provide transparent information and build trust.,neutral,0.29297823,0.00785346,0.6991683
Dialogue remains important during NPPs’ dismantling as well.,neutral,0.058313157,0.014036045,0.9276508
In 2023 PreussenElektra held press events at nearly all its NPPs.,neutral,0.06254618,0.012530947,0.9249228
Annual power plant talks with key local stakeholders took place in the fall as well.,neutral,0.3610835,0.012691192,0.62622523
"Some plants also have dialogue groups for nearby residents, in which PreussenElektra also participated in 2023.",neutral,0.095163226,0.011792734,0.893044
"People who live near Brokdorf, Isar, and Grafenrheinfeld NPPs and other stakeholders were given the opportunity to visit the plants on selected dates.",neutral,0.13572526,0.010331491,0.8539432
"Strategy 2023: Markets Calm Down, E.ON’s Strategy Remains Right on Course Overall, the situation on energy markets in 2023 improved compared with the severe turbulence of 2022.",positive,0.9561854,0.02623008,0.017584585
"At E.ON, we perceive this in all our regions.",neutral,0.095917866,0.011694008,0.8923881
"The tensions are still noticeable, however, and our prudent planning reflects this.",positive,0.8044222,0.07029633,0.12528145
"E.ON mastered last year’s challenges by consistently implementing our strategy focusing on sustainability, digitalization, and growth— because this strategy has proven to be robust even in times of crisis.",positive,0.93236953,0.009623056,0.05800748
Our strategy to be and remain the green energy transition company in Europe therefore remains right on course.,neutral,0.49027273,0.008847323,0.50088
We are the playmaker of Europe’s energy transition and made significant progress in 2023.,positive,0.920136,0.0098902285,0.069973886
The energy crisis in 2022 accelerated the energy transition by putting the need for sustainable energy systems into even sharper focus.,neutral,0.33922926,0.030903015,0.62986773
"The energy transition is therefore not only an urgently necessary response to climate change, but also an opportunity for Europe and Germany to simultaneously remain competitive and resilient and thus pursue a sustainable path out of the energy crisis.",positive,0.8822176,0.009575782,0.10820661
The policy decisions of Germany’s Easter package of renewables legislation show that the emphasis on energy security and energy autonomy— along with the resilient and digital energy infrastructure it requires— has become even more important.,positive,0.6233338,0.012147483,0.36451873
"E.ON is one of Europe‘s largest operators of electricity and gas networks, and the growth strategy we launched in 2021 therefore puts us right on track to continue propelling and ensuring supply security and multisector decarbonization.",positive,0.90922785,0.0095747365,0.081197485
"The crisis has also made us realize that we must always think about sustainability, supply security, and energy affordability together and that the maxim of E.ON‘s actions must be to achieve a balance between these three requirements.",neutral,0.26420334,0.013528864,0.7222678
Germany is part of Europe‘s energy market.,neutral,0.060775533,0.0117494995,0.92747504
The shutdown of Germany‘s last nuclear power plants in April 2023 and its plan to phase out coal by 2030 make this fact increasingly important.,neutral,0.07337409,0.26736975,0.6592562
Ensuring supply security and energy affordability can only be achieved by expanding renewables faster.,positive,0.71347445,0.008744102,0.27778143
"Renewables expansion, in turn, promotes sustainability, but can only succeed if it is accompanied by significantly more and faster network expansion.",neutral,0.36244735,0.009415907,0.62813675
We are also at a turning point.,positive,0.5326249,0.03436849,0.43300653
"The energy transition is now primarily a heating transition, which already directly affects every individual or will do so in the future.",neutral,0.026714094,0.030912293,0.9423736
"For example, 2023 was already characterized by a strong desire among customers for more autonomy and sustainability.",positive,0.6763354,0.016158769,0.30750588
One of the upshots of this was high demand for heat pumps.,positive,0.83791184,0.03076875,0.13131937
The heating transition was thus already readily apparent in 2023.,neutral,0.15223221,0.011822955,0.83594483
"Making the energy transition a Combined Group Management Report Contents Search Back → About this Report → Corporate Profile → Climate Protection and Environmental Management → Employees and Society → Governance → Sustainable Finance → Business Report → Forecast Report → Risks and Chances Report → Internal Control System → Disclosures Regarding Takeovers 8 E.ON SE Financial Statements 2023 reality is one of the challenges of the decade ahead, not just for E.ON, but for Europe as a whole.",neutral,0.04086584,0.043424528,0.9157096
"We are underlining the importance of this turning point by making, from 2024 onward, our decentralized infrastructure solutions business, Energy Infrastructure Solutions (“EIS”), a strategic business unit alongside our two existing segments, Energy Networks and Customer Solutions/Energy Retail.",neutral,0.3125485,0.006936563,0.68051493
"› Without the requisite expansion and digitalization of networks, the energy transition will fail.",neutral,0.07738709,0.12356686,0.7990461
"It is technically feasible, but the question is at what price.",neutral,0.03848769,0.025569398,0.9359429
Investments in networks can only be made in a reliable and economically attractive regulatory environment.,neutral,0.11846583,0.008432209,0.87310195
"Less bureaucracy and more innovation are necessary, too.",neutral,0.10598465,0.02559748,0.8684179
"‹ At Energy Networks, 2023 was primarily characterized by organic growth and the consistent implementation of our strategy.",positive,0.8778045,0.008876356,0.11331911
