sentence,sentiment,positive_score,negative_score,neutral_score
Our GHG emissions disclosures encompass all subsidiaries and generation assets that are fully consolidated in E.ON’s financial statements.,neutral,0.025058523,0.019210065,0.95573133
Subsidiaries with fewer than ten employees do not need to be included if their activities do not have a material impact on the various Scope 1– 3 categories.,neutral,0.015730033,0.061246842,0.92302316
We have not identified any non-fully consolidated entities that must be included in our GHG emissions reporting pursuant to ESRS requirements.,neutral,0.021348016,0.02516978,0.9534822
"305-2: Energy indirect (Scope 2) GHG emissions → Annual Report 2024, Climate Protection chapter Our disclosures are based on CO₂ equivalents, which include CH4, N₂O, and CO₂ emissions.",neutral,0.026019678,0.021830559,0.95214975
"For baseline year and consolidation approach, see 305-1.",neutral,0.047132414,0.036898233,0.9159694
"305-3: Other indirect (Scope 3) GHG emissions → Annual Report 2024, Climate Protection chapter We do not record emissions from the combustion or biodegradation of biomass that occur in our upstream value chain.",neutral,0.02242467,0.024915302,0.95266
"Our disclosures are based on CO₂ equivalents, which include CH4, N₂O, and CO₂ emissions.",neutral,0.034176886,0.017369887,0.94845325
"For baseline year and consolidation approach, see 305-1.",neutral,0.047132436,0.03689825,0.9159693
"GRI 400: Social GRI 401: Employment (2016) 401-1: New employee hires and employee turnover → Annual Report 2024, Working Conditions and Employee Development chapter → Annual Report 2024, ESG Figures chapter Our disclosures on new employee hires and employee turnover include numbers for the entire Group.",neutral,0.02050322,0.068492845,0.91100395
More detailed disclosures are not relevant.,neutral,0.018889816,0.052540552,0.9285696
"Global Reporting Initiative (“GRI”) Index 5 GRI Disclosure References and Comments GRI 403: Occupational health and safety (2018) 403-1: Occupational health and safety management system → Annual Report 2024, Occupational Health and Safety chapter Our occupational health and safety management system was not implemented to comply with legal requirements.",neutral,0.03040765,0.28514922,0.6844432
It is part of our commitment as a responsible Company and is based entirely on ISO standards.,neutral,0.07484186,0.009690323,0.9154678
"403-2: Hazard identification, risk assessment, and incident investigation → Annual Report 2024, Occupational Health and Safety chapter 403-3: Occupational health services → Annual Report 2024, Occupational Health and Safety chapter 403-4: Worker participation, consultation, and communication on occupational health and safety → Annual Report 2024, Occupational Health and Safety chapter 403-5: Worker training on occupational health and safety → Annual Report 2024, Occupational Health and Safety chapter 403-6: Promotion of worker health → Annual Report 2024, Occupational Health and Safety chapter 403-7: Prevention and mitigation of occupational health and safety impacts directly linked by business relationships → Annual Report 2024, Occupational Health and Safety chapter 403-8: Workers covered by an occupational health and safety management system → Annual Report 2024, Occupational Health and Safety chapter 403-9: Work-related injuries → Annual Report 2024, Occupational Health and Safety chapter E.ON uses the following KPIs to monitor and report accidents: • Serious incident and fatality frequency (“SIF”): accidents and incidents that cause serious or fatal injuries.",neutral,0.021486327,0.05192812,0.92658556
• Total recordable injury frequency (“TRIF”): work-related accidents and illnesses.,negative,0.012840943,0.928813,0.058346152
• Lost-time injury frequency (“LTIF”): work-related accidents that result in lost time.,negative,0.010023851,0.9368387,0.053137515
• Near-miss frequency rate (“NMFR”): unplanned events that had the potential to result in an accident but did not.,neutral,0.026864635,0.33039287,0.6427425
All indicators are reported for both E.ON employees and contractors’ employees.,neutral,0.024212172,0.039304696,0.9364832
A breakdown by gender is not applicable as we believe this would not provide useful information.,neutral,0.021286398,0.23623016,0.7424835
"403-10: Work-related ill health → Annual Report 2024, Occupational Health and Safety chapter Global Reporting Initiative (“GRI”) Index 6 GRI Disclosure References and Comments GRI 404: Training and education (2016) 404-2: Programs for upgrading employee skills and transition assistance programmes → Annual Report 2024, Working Conditions and Employee Development chapter GRI 405: Diversity and equal opportunity (2016) 405-1: Diversity of governance bodies and employees → Annual Report 2024, E.ON’s Approach to Sustainability chapter → Annual Report 2024, Working Conditions and Employee Development chapter → Annual Report 2024, Diversity, Equity & Inclusion chapter → Annual Report 2024, ESG Figures chapter GRI 415: Public Policy (2016) 415-1: Political contributions → Annual Report 2024, Political Dialog chapter → E.ON’s Climate Advocacy and Associations Report GRI 418: Customer privacy (2016) 418-1: Substantiated complaints concerning breaches of customer privacy and losses of customer data → Annual Report 2024, Customer Satisfaction chapter → Annual Report 2024, Data Protection, Cybersecurity, and Product Safety chapter Due to confidentiality constraints and the sensitivity of such data, we are unable to provide information about substantiated complaints concerning data breaches.",neutral,0.021446979,0.30732417,0.6712288
"GRI G4 Sector disclosures electric utilities: access (2013) G4-EU28: Power outage frequency (SAIFI) → Annual Report 2024, Security of Supply chapter G4-EU29: Average power outage duration (SAIDI) → Annual Report 2024, Security of Supply chapter",neutral,0.03658592,0.025512652,0.9379014
