sentence,sentiment,positive_score,negative_score,neutral_score
"It is subdivided into three regional markets: Germany, Sweden, and East-Central Europe/T urkey (which consists of the Czech Republic, Hungary, Romania, Poland, Croatia, Slovakia, and the stake in Enerjisa Enerji in T urkey, which is accounted for using the equity method).",neutral,0.027257435,0.016777603,0.955965
"This segment’s main tasks include operating its power and gas networks safely and reliably, carrying out all necessary maintenance and repairs, and expanding its power and gas networks, which frequently involves adding customer connections and the connection of renewable energy generation assets.",neutral,0.41968614,0.0089872945,0.5713266
Customer Solutions This segment serves as the platform for working with E.ON’s customers to actively shape Europe’s energy transition.,neutral,0.26956296,0.0067339726,0.72370315
"This includes supplying customers in Europe (excluding T urkey) with power, gas, and heat as well as with products and services that enhance their energy efficiency and autonomy and provide other benefits.",positive,0.61956376,0.0074848738,0.3729514
"E.ON’s activities are tailored to the individual needs of customers across all categories: residential, small and medium-sized enterprises, large commercial and industrial, sales partners, and public entities.",neutral,0.07037768,0.010216183,0.9194061
"E.ON’s main presence in this business is in Germany, the United Kingdom, the Netherlands, Belgium, Sweden, Italy, the Czech Republic, Hungary, Romania, and Poland.",neutral,0.04038522,0.013911023,0.94570374
Businesses that provide innovative solutions (like E.ON Business Solutions and the eMobility business) are also part of this segment.5 Changes in Segment Reporting The innogy takeover successfully closed in 2019.,neutral,0.02614714,0.023151577,0.9507013
"Effective January 1, 2020, innogy’s operations are no longer managed and disclosed as a separate segment but rather integrated into Energy Networks, Customer Solutions, and Corporate Functions/ Other.",neutral,0.024044514,0.020522662,0.9554329
innogy’s network businesses were assigned to Energy Networks.,neutral,0.026723923,0.022109436,0.9511667
Its power and gas sales along with new customer solutions (such as eMobility services) are reported at Customer Solutions.,neutral,0.07579711,0.009107931,0.915095
Corporate Functions/Other includes innogy’s corporate functions and internal services.,neutral,0.020976353,0.027257815,0.95176584
"After substantially all of the Renewables segment was transferred to RWE, its remaining businesses are reported at Energy Networks in Germany, Customer Solutions in the United Kingdom, and Corporate Functions/Other.",neutral,0.026936663,0.019245474,0.9538179
Customer Solutions’ Germany unit now includes the heating business formerly disclosed at its Other unit.,neutral,0.034944568,0.015245758,0.9498097
"In addition, three E.ON Business Solutions companies were transferred from Customer Solutions’ Other unit to its United Kingdom unit.",neutral,0.055980742,0.014734505,0.92928475
"Where necessary, the prior-year figures were adjusted accordingly.",neutral,0.041767314,0.023833206,0.9343995
"Merger Squeeze-out of innogy’s Remaining Minority Shareholders Concluded On March 4, 2020, the Extraordinary General Meeting of innogy SE adopted a resolution to transfer the remaining minority shareholders’ innogy stock.",neutral,0.049739935,0.017687814,0.9325723
"The merger squeeze-out adopted at the meeting took effect when the transfer resolution and merger were entered into the Commercial Register on June 2, 2020.",neutral,0.023668258,0.019627837,0.95670396
In early June 2020 cash compensation totaling €2.4 billion was paid to minority shareholders.,neutral,0.17785953,0.060911775,0.76122874
The resulting reduction in Group equity mainly affected the retained earnings of E.ON SE shareholders.,negative,0.011027264,0.92375344,0.0652192
"At the conclusion of the squeeze-out, the €5 billion in acquisition financing E.ON originally arranged, which had been reduced to €1.75 billion in August 2018, was cancelled.",negative,0.013506529,0.8146975,0.17179593
Accounting of innogy Acquisition Finalized The accounting of the innogy acquisition was finalized in the third quarter of 2020.,neutral,0.022226527,0.027736094,0.9500374
"New insights gained by September 18, 2020, into the amount of acquisition costs and acquired assets, including goodwill and liabilities, led to retrospective adjustments, including resulting changes to the Consolidated Balance Sheets at December 31, 2019.",neutral,0.11504616,0.028950967,0.85600287
"Goodwill increased by €197 million relative to the figure recorded at year-end 2019, mainly because of changes in the valuation of certain assets acquired in the takeover.",positive,0.9550021,0.018859245,0.026138606
"T ransfer of innogy Bonds to E.ON Concluded On August 13, 2020, E.ON launched transactions to harmonize the new E.ON Group’s funding structure.",positive,0.6929929,0.007675642,0.29933143
These transactions involve E.ON offering innogy bondholders the option to change the debtor of roughly €11.5 billion in bonds to E.ON.,neutral,0.04955919,0.012307652,0.9381331
The offer gave innogy bondholders the option to hold bonds that have the same status as current E.ON bonds.,neutral,0.07790302,0.009672868,0.9124241
It will also ensure that all debt investors are treated equally.,neutral,0.12677999,0.010648371,0.8625716
The transaction was completely concluded in November 2020.,neutral,0.050437693,0.012508775,0.9370535
99.95 percent of outstanding innogy bonds were successfully transferred.,neutral,0.19341317,0.010690314,0.7958965
"European Commission’s Conditions for innogy T akeover Fulfilled With regard to the innogy takeover, the European Commission, among other things, imposed conditions requiring the disposal of certain E.ON and innogy businesses in Eastern Europe.",neutral,0.039534416,0.08957375,0.87089187
"T o fulfill one of these conditions, on July 10, 2020, E.ON and MVM Group signed an agreement regarding the sale of innogy Česká republika a.s. and thus innogy SE’s entire electricity and gas retail business in the Czech Republic.",positive,0.86795425,0.00977582,0.12226991
"Pursuant to IFRS 5, E.ON had already reclassified these innogy operations in the Czech Republic as discontinued operations effective Septem- ber 30, 2019.",neutral,0.017289704,0.45363852,0.52907175
"The transaction was cleared by the European Commission at the end of October and subsequently closed on October 30, 2020.",neutral,0.026110116,0.028520934,0.945369
6Corporate Profile Operations during the Covid-19 Pandemic E.ON’s top priorities during the Covid-19 pandemic are a secure energy supply and the safety of employees and customers.,neutral,0.1201006,0.014221327,0.86567813
"E.ON’s power, gas, and heat networks, which secure the energy supply in large parts of Europe, continue to run stably, even under these difficult conditions.",positive,0.7957134,0.17862156,0.025665067
"E.ON was able to draw on previously prepared pandemic and crisis plans, which it implemented accordingly.",positive,0.8207808,0.008250107,0.17096908
"This included updating risk assessments, adjusting rules in line with government regulations, and conducting timely communications to promote transparency and aware- ness regarding the Covid-19 pandemic and E.ON’s response measures.",neutral,0.2552855,0.0098512,0.73486334
This made it possible to maintain all key functions.,neutral,0.25081387,0.008713948,0.7404722
"The most important measures included strict adherence to hygiene and social-distancing rules as well as the isolation of particularly sensitive work areas, such as network control cen- ters.",neutral,0.041523136,0.06820215,0.8902747
"In addition, technicians who do field work on the network have special equipment to minimize the risk of infection.",neutral,0.08419387,0.017238233,0.89856786
"In addition, E.ON SE Management Board members used various information channels on Connect, E.ON’s intranet platform, to share their views on the pandemic and explain its impact on every- day working life as well as on the Company.",neutral,0.04515959,0.025749473,0.929091
The purpose was to inform employees swiftly and comprehensively.,neutral,0.029836725,0.03259114,0.9375721
Connect not only provided information about the measures taken to contain the Covid-19 pandemic.,neutral,0.07060736,0.018366184,0.9110265
It also created interactive opportunities for employees to ask questions and to discuss them in town hall meetings.,neutral,0.17549407,0.009994616,0.8145113
"Furthermore, helping employees deal with the impact of the pandemic was and remains one of E.ON‘s priorities.",neutral,0.12631491,0.0151430005,0.8585421
"Where possible, the Company therefore made use of all forms of flexible working arrangements (such as home office and variable work- ing hours) in order to accommodate employees’ personal circum- stances and needs.",neutral,0.12080447,0.012118407,0.8670771
Covid-19 also made it necessary to adjust meeting formats.,neutral,0.03278239,0.18798888,0.77922875
Most meetings were held virtually and still are.,neutral,0.035172608,0.028323881,0.93650347
"In addition, managers have paid even more attention than usual to their employees’ well-being and, when needed, have pointed them toward company assistance and support services, such as a confidential social counseling service.",neutral,0.16420092,0.38454524,0.45125392
"This was ensured in several ways, including additional communications and individual coordination at the management level.",neutral,0.200449,0.009627936,0.789923
Another of the European Commission’s conditions was the sale of E.ON Energie Deutschland’s heating electricity business in Germany.,neutral,0.060184296,0.023738785,0.9160769
"The portfolio of contracts consists of all special con- tracts with customers supplied with heating electricity and, if such customers also procure household electricity for which there is a separate meter at the same premises, the corresponding household electricity contract.",neutral,0.026013216,0.017055484,0.9569313
"In preparation for the sale, the portfolio of contracts was separated into two newly founded companies, E.ON Heizstrom Nord GmbH (“EHN”) and E.ON Heizstrom Sü d GmbH (“EHS”).",neutral,0.030453125,0.018655887,0.95089096
"Pursuant to IFRS 5, due to the obligation to sell these operations, E.ON had reclassified the heating electricity business as a disposal group effective Septem- ber 30, 2019.",neutral,0.04773474,0.013343306,0.93892187
"The sale of EHN and EHS closed on April 28, 2020.",neutral,0.018927569,0.024983212,0.9560892
"In addition, on September 23, 2020, E.ON sold its subsidiary E.ON Energiakereskedelmi Kft.",neutral,0.032019597,0.018961826,0.9490186
"(“EKER”), which operates its non-regulated retail electricity business for commercial cus- tomers in Hungary, to Audax Renovables.",neutral,0.18257076,0.00819615,0.80923307
"Pursuant to IFRS 5, E.ON had already reclassified EKER’s business as a disposal group effective September 30, 2019, owing to its obligation to dispose of these operations.",neutral,0.03713225,0.02451644,0.9383513
Previously E.ON had withdrawn from the operation of a number of electric-vehicle charging stations located along motorways in Germany.,neutral,0.026353512,0.3172151,0.65643144
By closing these transactions E.ON completely ful- filled the antitrust conditions in conjunction with the innogy takeover.,neutral,0.043405503,0.28242865,0.67416584
Acquisition of Stake in VSE Holding Successfully Completed In August 2020 E.ON completed the acquisition of 49 percent of the shares in VSE Holding (“VSEH”) from RWE.,neutral,0.23275414,0.008986337,0.7582595
Extensive decision-making powers over VSEH’s business operations give E.ON a controlling influence pursuant to IFRS.,neutral,0.07150833,0.010320003,0.91817164
VSEH is there- fore fully consolidated and accounted for using the acquisition method in accordance with IFRS 3 (see Note 5 to the Consoli- dated Financial Statements).,neutral,0.040601026,0.014940784,0.94445825
The purchase price to be paid to RWE was not cash-effective in the 2020 financial year.,neutral,0.015794627,0.064676344,0.9195291
"It was offset against an open receivable in conjunction with the acqui- sition of RWE’s innogy stake, which closed on September 18, 2019.",neutral,0.3016177,0.02103007,0.6773522
"The transaction therefore had no material impact on cash flow in the 2020 financial year.7 As many European countries relaxed the restrictions on public life and the economy in the summer of 2020, E.ON too took steps to enable many of its employees to return to their jobs respon- sibly.",positive,0.88599426,0.019562405,0.09444339
"The third quarter of 2020 saw a renewed rise in Covid-19 infections across Europe that continued into the fourth quarter and, in many cases, exceeded the peaks that had been recorded during the lockdown in the spring of 2020.",positive,0.9450799,0.03638215,0.018537926
"This resulted in many cities and regions being classified as high-risk areas, which in such cases led to additional restrictions on daily life.",negative,0.019581744,0.9047675,0.07565075
"E.ON is continuously analyzing the risk situation resulting from the Covid-19 pandemic and, if necessary, will take additional measures to contain the pandemic’s impact.",neutral,0.26124206,0.019678596,0.7190794
"During the Covid-19 pandemic, E.ON temporarily shortened work schedules, particularly in the United Kingdom, and availed itself of related government support, which for the E.ON Group is, on balance, negligible.",negative,0.13159448,0.79456085,0.07384463
"Nevertheless, the employment situa- tion at E.ON has remained very stable over the course of the Covid-19 crisis.",positive,0.9368861,0.03578255,0.027331403
"In this regard, there have been no noteworthy longer-term effects on employment in the E.ON Group.",negative,0.104380436,0.49774855,0.39787105
"Other impacts of the Covid-19 pandemic on E.ON’s business are described in the Business Report, the Forecast Report, and the Risks and Chances Report.",neutral,0.02216125,0.055633478,0.92220527
Corporate Bonds Issued In 2020 E.ON issued various corporate bonds totaling €5 billion.,neutral,0.07680223,0.009531621,0.9136661
The high level of investor demand enabled E.ON to secure favorable interest terms across all maturities (month of issuance in parenthesis): • €750 million bond maturing in December 2023 with a coupon of 0 percent per year (January) • €1 billion green bond maturing in September 2027 with a coupon of 0.375 percent per year (January) • €500 million bond maturing in December 2030 with a coupon of 0.75 percent per year (January) • €750 million bond maturing in October 2025 with a coupon of 1 percent per year (April) • €1 billion bond maturing in April 2023 with a coupon of 0.375 percent per year (May) • €500 million bond maturing in February 2028 with a coupon of 0.75 percent per year (May) • €500 million green bond maturing in August 2031 with a coupon of 0.875 percent per year (May).,neutral,0.16507989,0.012394527,0.8225256
"Nord Stream Stake T ransferred to Contractual T rust Arrangement (“CTA”) E.ON Beteiligungen GmbH held all of the shares of PEG Infra- struktur AG (“PEGI”) and thus an indirect, 15.5-percent stake in Nord Stream AG.",neutral,0.035175633,0.016911194,0.94791317
"Nord Stream AG, a project company founded in 2005, owns and operates two offshore gas pipelines, each with a length of 1,224 kilometers, that transport natural gas from Russia to Germany.",neutral,0.09746021,0.010166852,0.8923729
"In a contract dated December 18, 2019, E.ON Beteiligungen GmbH sold all of its PEGI shares and thus its indirect stake in Nord Stream AG to E.ON Pension T rust e.V.",neutral,0.027850823,0.020512665,0.9516365
(“EPT”) with effect and for the account of the trust assets of MEON Pensions GmbH & Co. KG (“MEON”).,neutral,0.0306454,0.02140846,0.9479462
The shares were transferred at the end of 2019.,neutral,0.022679819,0.027422713,0.94989747
The purchase price of €1.1 billion was paid at the start of 2020.,neutral,0.07835386,0.010115563,0.91153055
"Agreement on Strategic Partnership with Kraken T echnologies In March 2020 E.ON reached a contractual agreement on a strategic partnership with Kraken T echnologies, a subsidiary of Octopus Energy.",positive,0.9368007,0.012464062,0.050735176
"The strategic partnership, E.ON Next, uses Kraken T echnologies’ technology platform and will transform E.ON UK’s business with residential and small and medium enterprise customers.",positive,0.74283266,0.00678981,0.25037757
"E.ON and Kraken T echnologies will further improve the platform in order to offer outstanding customer service founded on the principles of customer orientation, simplicity, transparency, and cost-efficiency.",positive,0.79814214,0.0065437374,0.19531414
"In the first phase, npower’s customers are cur- rently being migrated to the new platform; E.ON UK’s customers will be migrated in the second phase.",neutral,0.12193231,0.008768494,0.86929923
"By the end of December 2020, nearly 70 percent of npower’s residential customer con- tracts had been transferred to E.ON Next.",neutral,0.06545746,0.0116430335,0.9228995
"Sale of Real Estate Assets Fully consolidated E.ON Group companies E.ON NA Capital, Inc. and E.ON RE Investments LLC transferred real estate assets in the amount of roughly US$288 million to other entities in 2020; US$265 million was transferred to the trust assets of E.ON Pension T rust e.V., which is not fully consolidated.",neutral,0.03429372,0.020709895,0.94499636
The payments of the purchase price were made primarily in 2020.8Corporate Profile Management System E.ON’s corporate strategy aims to deliver sustainable growth in shareholder value.,positive,0.892115,0.008694522,0.09919055
E.ON has in place a Group-wide planning and controlling system to assist its in planning and managing the Group as a whole and its individual businesses with an eye to increasing their value.,neutral,0.3547044,0.007500166,0.6377954
This system ensures that E.ON’s financial resources are allocated efficiently.,positive,0.49847397,0.008702643,0.4928234
E.ON strives to enhance its sustainability performance efficiently and effectively as well.,positive,0.9013678,0.0089208735,0.089711376
"It embeds these expectations progressively more deeply into its organization—across all organizational entities and all pro- cesses—by means of binding Group-wide policies (for more information, see the Separate Combined Non-Financial Report on pages 100 to 115).",neutral,0.081349686,0.012242844,0.9064075
"Key Performance Indicators In the 2020 financial year, E.ON’s most important key perfor- mance indicators (“KPIs”) for managing its operating business were adjusted EBIT and cash-effective investments.",neutral,0.29404715,0.015008305,0.69094455
"Other KPIs for managing the E.ON Group are cash-conversion rate, adjusted net income, earnings per share (based on adjusted net income), and debt factor.",neutral,0.026631942,0.022803068,0.95056504
"In the prior year, the Combined Group Manage- ment Report’s presentation of sales and the KPIs relevant for management control also included the results of discontinued operations in the Renewables segment that were deconsolidated effective September 18, 2019.",neutral,0.017211217,0.2937721,0.6890167
"Pages 34 to 36 of the Combined Group Management Report and Note 35 to the Consolidated Financial Statements contain reconciliations of these indicators to the disclosures in the E.ON SE and Subsidiaries Consolidated Statements of Income, Consolidated Balance Sheets, and Con- solidated Statements of Cash Flows.",neutral,0.026256854,0.030783746,0.94295937
Adjusted earnings before interest and taxes (“adjusted EBIT”) is E.ON’s most important KPI for purposes of internal management control and as an indicator of its businesses’ long-term earnings power.,neutral,0.1530692,0.010183582,0.8367473
"The E.ON Management Board is convinced that adjusted EBIT is the most suitable KPI for assessing operating performance because it presents a business’s operating earnings independently of non-operating factors, interest, and taxes.",positive,0.7218639,0.009806966,0.26832917
"The adjustments include net book gains, certain restructuring expenses, impair- ment charges and reversals, the marking to market of derivatives, and other non-operating earnings (see the explanatory infor- mation on pages 34 to 36 of the Combined Group Management Report and in Note 35 to the Consolidated Financial Statements).",neutral,0.046073817,0.10136692,0.8525592
"Acquisition of Residual Power Output Rights In 2020 a total of 19 TWh of residual power output rights were acquired from the company that operates Krümmel nuclear power plant (“NPP”) and transferred to Grohnde (3 TWh in October 2020), Isar II (6 TWh in February 2020), and Brokdorf (5 TWh each in February and December 2020), NPPs managed by PreussenElektra.",neutral,0.106338605,0.010953072,0.88270825
"The legal framework ensures the supply of all NPPs operated by E.ON with additional amounts of residual power output (for more information, see pages 61 and 62 of the Risk and Chances Report as well as Notes 29 and 37 to the Consolidated Financial Statements).",neutral,0.13277885,0.009465343,0.8577558
Reorganization of E.ON’s Business in Hungary In early October 2019 E.ON acquired EnBW’s 27-percent stake in ELMŰ Nyrt.,neutral,0.0656557,0.012283119,0.92206115
"Subsequently, E.ON, MVM Magyar Villamos Művek Zrt.",neutral,0.071143694,0.011066769,0.9177895
"(“MVM,” a shareholder of ELMŰ and ÉMÁSZ), and Opus Global Nyrt.",neutral,0.04479714,0.014154388,0.9410485
(“Opus”) signed a framework agreement.,positive,0.830801,0.0081866,0.1610124
This agreement enables E.ON to give itself a balanced and optimized portfolio in Hungary that will also make it possible to swiftly integrate innogy’s operations there.,positive,0.9274879,0.008870152,0.063641906
The agreement is expected to be fully implemented in 2021 after clearance by the relevant agencies.,positive,0.6940784,0.009171538,0.29675007
"This will give MVM 100 percent of distribution operator ÉMÁSZ, ÉMÁSZ Hálózati Kft.",neutral,0.107274696,0.008273617,0.8844516
"(“ÉMÁSZ DSO“), and a 25-percent stake in E.ON Hungária Zrt.",neutral,0.05178776,0.0128676435,0.9353446
"(including the innogy holding companies, ELMÜ Zrt.",neutral,0.04638829,0.014363232,0.9392485
"In addition, Opus is to acquire current E.ON sub- sidiary E.ON Tiszántúli Áramhálózati Zrt.",neutral,0.07204787,0.010396887,0.9175553
"Pursuant to IFRS 5, ÉMÁSZ DSO as well as E.ON ETI were reclassified as a disposal group effective December 31, 2020.",neutral,0.020002244,0.030928057,0.94906974
E.ON ETI assets and liabilities had already been reclassified as a disposal group in 2019.,neutral,0.01981393,0.028677398,0.9515087
"New Central Commodity Procurement Entity, E.ON Energy Markets, Founded On October 1, 2020, newly founded E.ON Energy Markets GmbH (“EEM”) began operating as the Group’s commodity procurement entity.",neutral,0.11653702,0.008477608,0.87498534
EEM gives affiliated Group companies access to outside trading markets (which have previously been conducted decen- trally) and bundles the resulting risks.,neutral,0.14791109,0.008858516,0.8432304
"Alongside innogy Commod- ities GmbH, EEM provides market access for E.ON’s portfolio in Germany.",neutral,0.11422212,0.007946218,0.8778316
"In the future, EEM will handle power and gas procure- ment for other E.ON companies in Germany and elsewhere.9 In addition, the effects of the subsequent valuation of hidden reserves and liabilities that were identified as part of the pur- chase-price calculation and allocation for the innogy transaction are disclosed separately.",neutral,0.020713303,0.030304834,0.9489819
Cash-effective investments are equal to the investment expen- ditures shown in the E.ON Group’s Consolidated Statements of Cash Flows.,neutral,0.02867337,0.021134704,0.9501919
"In the prior year, these included the investments of discontinued operations in the Renewables segment until they were deconsolidated effective September 18, 2019.",neutral,0.015527491,0.15143812,0.8330344
Cash-conversion rate is equal to operating cash flow before inter- est and taxes divided by adjusted EBITDA.,neutral,0.026702076,0.024721334,0.94857657
It indicates whether E.ON’s operating earnings are generating enough liquidity.,positive,0.940031,0.01638567,0.043583304
The expenditures for the dismantling of nuclear power stations that are included in operating cash flow before interest and taxes are not factored into cash-conversion rate.,neutral,0.019917605,0.027563456,0.952519
"T o balance out fluctuations that result primarily from payments around the balance-sheet date, E.ON will manage its cash-conversion rate by means of a target figure over the three years of the medium-term plan.",neutral,0.043920986,0.024814531,0.9312645
"Adjusted net income is an earnings figure after interest income, income taxes, and non-controlling interests that has likewise been adjusted to exclude non-operating effects (see the explan- atory information on page 36 of the Combined Group Manage- ment Report).",neutral,0.0289309,0.024718067,0.94635105
E.ON manages its capital structure by means of its debt factor (see the section entitled Finance Strategy on page 37).,neutral,0.040235862,0.015176333,0.94458777
Debt factor is equal to economic net debt divided by adjusted EBITDA and is therefore a dynamic debt metric.,neutral,0.086039245,0.01228185,0.90167886
Economic net debt includes net financial debt as well as pension and asset-retire- ment obligations.,neutral,0.024111908,0.025983663,0.94990444
"Other KPIs Alongside E.ON’s most important financial management KPIs, the Combined Group Management Report includes other financial and non-financial KPIs to present the performance of E.ON’s operating business and as part of E.ON’s responsibility for all its stakeholders: employees, customers, shareholders, bond inves- tors, and the countries in which the Group operates.",neutral,0.057684388,0.012293999,0.9300216
"Operating cash flow, power and gas passthrough and sales volume, and selected employee information are examples of other KPIs.",neutral,0.025893461,0.03587832,0.9382282
"In addition, some KPIs are important for E.ON as a customer- focused company.",neutral,0.40305993,0.0070609055,0.58987916
"For example, E.ON’s ability to acquire new customers and retain existing ones is crucial to the Company’s success.",positive,0.5312619,0.009065991,0.4596721
Net promoter score (“NPS”) measures customers’ will- ingness to recommend E.ON to a friend or colleague.,neutral,0.09538665,0.018281084,0.88633233
Our The Sustainability Report and the Separate Combined Non-Financial Report describe how NPS fits into the Company’s management approach.,neutral,0.098257326,0.0097902585,0.8919524
"However, these other KPIs are not the focus of the ongoing management of E.ON’s businesses.",neutral,0.026076674,0.020582914,0.9533404
Innovation Innovations are an important element of E.ON’s business oper- ations.,neutral,0.17046028,0.007973335,0.82156634
"The transition of today’s energy system toward a distrib- uted, digital, and sustainable energy world goes hand in hand with the use of new technologies and the development of new, innovative business models.",neutral,0.39831603,0.008616479,0.5930675
"E.ON’s focus is on its core busi- nesses: energy networks, regulated and market-based energy infrastructure, and customer solutions for its commercial and residential customers.",neutral,0.08725755,0.00888056,0.9038618
Innovations in these businesses make a significant contribution to E.ON’s future and competitiveness and the implementation of the energy transition in Europe.,positive,0.8107187,0.006420901,0.18286037
"In a distributed energy system, E.ON will be even more of an energy service provider for its business partners and customers.",neutral,0.26871315,0.007591931,0.72369486
"In a world in which every household and every company can be an energy producer, roles established over many years will change.",neutral,0.03701527,0.052294753,0.91069
T omorrow’s customers will be partners who may be energy producers and traders as well as energy consumers.,neutral,0.12199727,0.0073436704,0.870659
"At the same time, more and more renewable power will be fed into the grid.",neutral,0.1964766,0.008235354,0.7952881
These parallel trends—more market participants and more renewables feed-in—pose significant technical and organi- zational challenges for grid management.,negative,0.060448624,0.7792574,0.16029394
"Increasingly, managing distributed feed-in requires new technologies like artificial intel- ligence.",neutral,0.050946012,0.033737876,0.91531616
"In addition, E.ON’s innovation activities are focusing increasingly on the Internet of Things (“Io T”) and corresponding data processing systems.",neutral,0.18382388,0.007550742,0.80862534
The purpose is to give E.ON the capability in the future to manage a much more complex energy system that can no longer be controlled by humans alone.10Corporate Profile leading scientific institutions and universities in Germany in order to help shape the implementation of the country’s energy transition.,neutral,0.4789145,0.0068766363,0.51420885
"In addition, E.ON contributes its expertise to state- ments of the German science academies on policy, technological, and regulatory issues.",neutral,0.13576497,0.008388012,0.85584694
"In this way, E.ON and its partners also support the implementation of the European Green Deal, whose purpose is to make the European Union’s economy climate- neutral by 2050.",positive,0.646199,0.009943185,0.34385785
Expanding and Integrating In-house Innovations into E.ON’s Existing Business E.ON is one of Europe’s largest distribution system operators and energy suppliers.,positive,0.7211663,0.006587814,0.27224594
It is therefore well placed to play a key role in shaping the energy transition.,positive,0.7089732,0.007260186,0.28376657
Sector integration is expanding the energy supply business beyond its traditional boundaries.,positive,0.86564213,0.00674519,0.12761274
"This is already enabling E.ON to establish new businesses in industry, transport, buildings, and infrastructure.",positive,0.7538522,0.006386028,0.23976177
E.ON’s innova- tive solutions are already helping a variety of industries embrace green growth and develop individually tailored solutions for industrial and residential customers.,positive,0.7558334,0.0064809425,0.23768556
"As part of this effort, Group Innovation conducts projects in four main areas: industrial automation and electrification, energy grids and city solutions, connected mobility, and connected lifestyle.",neutral,0.06686785,0.011940302,0.9211919
IElectrix is a pilot project for innovative energy concepts in the distributed and digital energy system of the future.,neutral,0.24313584,0.0068858014,0.74997836
"It is part of European Horizon 2020, the European Union’s largest research and innovation initiative.",neutral,0.13034682,0.008301297,0.8613519
