sentence,sentiment,positive_score,negative_score,neutral_score
"Sustainable Accounting Standards Board (“SASB”) Index 3 Accounting Metric Category Code Response Water Management (1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress Quantitative IF-EU-140a.1 E.ON’s water consumption from decentralized energy generation (Core business): <1 million cubic meters Fresh water withdrawal (PreussenElektra): 132.4 cubic meters Fresh water consumption (PreussenElektra): 1.0 cubic meters E.ON operates in European countries where the overall water risk is low to intermediate which leads at present to 0 percent for water withdrawal in regions with high or extremely high baseline water stress.",neutral,0.13010545,0.030738274,0.83915627
"See Water Risk Map in the Annual Report 2024, ESG Figures chapter.",neutral,0.03905717,0.039732415,0.92121035
"With the end of electricity production at the Isar 2 NPP in April 2023, E.ON no longer uses cooling water to operate its plants.",neutral,0.0181802,0.123388074,0.85843176
"→ Annual Report 2024, Environmental Management chapter → Annual Report 2024, ESG Figures chapter Number of incidents of non-compliance associated with water quantity and/or quality permits, standards, and regulations Quantitative IF-EU-140a.2 Number of environmental incidents of non-compliance associated with water: Three.",neutral,0.019628104,0.2863194,0.69405246
The three incidents occurred in the United Kingdom.,negative,0.023408178,0.7390101,0.23758166
The severity of the incidents was marginal in two cases and low in one case.,negative,0.02129842,0.9565927,0.022108922
"Description of water management risks and discussion of strategies and practices to mitigate those risks Quantitative IF-EU-140a.3 E.ON’s water-related activities involve the withdrawal of cooling water for the NPP operated by PreussenElektra (until the decommissioning of Isar 2 on April 15, 2023), the withdrawal of fresh water by E.ON’s water supply subsidiaries (such as RWW and Avacon Wasser), and smaller amounts relating to our distributed energy business.",neutral,0.032672662,0.022940664,0.94438666
"In addition, LEW operates a number of small and medium-sized run-of-river power plants in Germany with an installed capacity of 0.5 to 12 MW per plant.",neutral,0.07088719,0.010601911,0.91851085
"Based on available data, E.ON estimates the current and the possibility of future water scarcity in the relevant regions where E.ON uses freshwater for its operations to be low to medium.",neutral,0.06353335,0.30745435,0.6290123
"Descriptions of strategies and actions to minimize residual risks can be found under the following chapters: → Annual Report 2024, Environmental Management chapter → Annual Report 2024, ESG Figures chapter Sustainable Accounting Standards Board (“SASB”) Index 4 Accounting Metric Category Code Response Coal Ash Management Coal combustion products (“CCPs”) generated, percentage recycled Quantitative IF-EU-150a.1 Not applicable.",neutral,0.034161557,0.02205963,0.9437788
"Description of coal combustion products (“CCPs”), management strategies, and process for active and inactive operations Discussion and analysis IF-EU-150a.3 Not applicable.",neutral,0.020426018,0.037946217,0.9416278
"Energy Affordability Average retail electric rate for (1) residential, (2) commercial, and (3) industrial customers Quantitative IF-EU-240a.1 Data are not available.",neutral,0.024102941,0.038032535,0.9378645
"Number of residential customer electric disconnections for non-payment, percentage reconnected within 30 days Quantitative IF-EU-240a.3 In 2024 around 25,900 electricity customers and 2,900 gas customers were disconnected.",negative,0.02476012,0.77421415,0.20102571
These figures refer only to customers of E.ON Energie Deutschland GmbH.,neutral,0.018940661,0.0443875,0.9366718
Data from other entities are not available at the time of publication.,neutral,0.016133333,0.07742705,0.9064396
Data on the number of customers reconnected within 30 days are not available.,neutral,0.018475598,0.2285944,0.75293
"Of roughly 28,800 total disconnections, about 16,400, or 56.9 percent, were carried out regardless of time in 2024.",negative,0.023257809,0.5089812,0.46776098
"→ Annual Report 2024, Energy Affordability chapter Discussion of impact of external factors on customer affordability of electricity, including the economic conditions of the service territory Discussion and Analysis IF-EU-240a.4 Information is not available.",neutral,0.021456568,0.035018332,0.9435251
"Sustainable Accounting Standards Board (“SASB”) Index 5 Workforce Health and Safety (1) Total recordable incident rate (“TRIR”), (2) fatality rate, and (3) near miss frequency rate (“NMFR”) Quantitative IF-EU-320a.1 E.ON uses the following key performance indicators to monitor and report incidents: Total recordable injury frequency (employee “TRIF”): 3.24 per million hours of work6 Serious incident and fatality rate (employee “SIF”): 0.03 per million hours of work7 Lost-time injury frequency (employee “LTIF”): 2.46 per million hours of work8 Near miss frequency rate (“NMFR”): 36.57 per million hours of work9 Fatal accidents: 1 TRIF, SIF, LTIF, and fatal accidents are reported for both E.ON employees and contractors’ employees, the latter are disclosed in the Annual Report 2024, Occupational Health and Safety chapter.",neutral,0.026251614,0.34163257,0.63211584
NMFR is only reported for E.ON employees.,neutral,0.017615627,0.04757049,0.93481386
"Data on the total recordable incident rate (""TRIR"") are not available.",neutral,0.016473861,0.36837998,0.6151461
"→ Annual Report 2024, Occupational Health and Safety chapter → Annual Report 2024, ESG Figures chapter End-Use Efficiency and Demand Percentage of electric load served by smart grid technology Quantitative IF-EU-420a.2 Data are not available as E.ON’s control system does not differentiate between conventional and smart grids.",neutral,0.017795227,0.0704455,0.91175926
"Our distribution grids are getting progressively smarter, which enables them to integrate more renewable energy and manage increasingly complicated energy flows in real time while remaining reliable.",positive,0.83146733,0.008669894,0.15986276
"Green power sales: 56,157,190 MWh Customer electricity savings from efficiency measures, by market Quantitative IF-EU-420a.3 Data on customer electricity savings from efficiency measures are not available.",neutral,0.036482677,0.020300306,0.94321704
"Nuclear Safety & Emergency Management Total number of nuclear power units, broken down by U.S. Nuclear Regulatory Commission (NRC) Action Matrix Column Quantitative IF-EU-540a.1 PreussenElektra is responsible for eight nuclear power plants (NPPs) in Germany.",neutral,0.024599127,0.034395322,0.9410055
"Isar 2 was the last NPP to end power operation on April 15, 2023.",neutral,0.014653581,0.17273274,0.8126137
"Since then, all eight NPPs have been decommissioned and are in various stages of dismantling.",neutral,0.032858446,0.1055607,0.86158085
"→ Annual Report 2024, Business Resilience Management chapter Description of efforts to manage nuclear safety and emergency preparedness Discussion and Analysis IF-EU-540a.2 PreussenElektra is fully integrated into our safety organization and embraces our high standards.",positive,0.5567385,0.007790391,0.43547115
Its extensive experience in plant operations and decommissioning helps it to further optimize its health and safety processes and procedures.,positive,0.80178213,0.006471775,0.19174604
"→ Annual Report 2024, Occupational Health and Safety chapter → Annual Report 2024, Business Resilience Management chapter 6TRIF measures the number of reported fatalities and occupational injuries and illnesses per million hours of work.",neutral,0.024858385,0.23284285,0.7422987
"It include s injuries that occur during work-related travel that result in lost time or no lost time and/or that lead to medical treatment, r estricted work, or work at a substitute workstation.",negative,0.013002266,0.8409891,0.14600857
7Serious incidents and fatalities measures accidents and incidents that have caused serious or fatal injuries and that surpass a predefined severity threshold per million hours of work.,neutral,0.02539928,0.22818433,0.7464164
8Lost time injury frequency measures work-related accidents resulting in lost time per million hours of work.,negative,0.009090548,0.9472163,0.04369328
9Near-miss frequency rate measures unplanned incidents that had the potential to result in an accident (but did not) per million ho urs of work.,negative,0.025488319,0.5673483,0.40716335
Sustainable Accounting Standards Board (“SASB”) Index 6 Accounting Metric Category Code Response Grid Resiliency Number of incidents of non-compliance with physical and/or cybersecurity standards or regulations Quantitative IF-EU-550a.1 Data are not available.,neutral,0.030503642,0.4134174,0.556079
"(1) System Average Interruption Duration Index (SAIDI), (2) System Average Interruption Frequency Index (SAIFI), and (3) Customer Average Interruption Duration Index (CAIDI), inclusive of major event days Quantitative IF-EU-550a.2 The System Average Interruption Duration Index (SAIDI) and the System Average Interruption Frequency Index (SAIFI) can be found in the Annual Report 2024, Security of Supply chapter.",neutral,0.022160102,0.04630933,0.9315306
The Customer Average Interruption Duration Index (CAIDI) can be found in the ESG Figures chapter.,neutral,0.021369005,0.058061004,0.92056996
"→ Annual Report 2024, Security of Supply chapter → Annual Report 2024, ESG Figures chapter Number of: (1) residential, (2) commercial, and (3) industrial customers served mechanism (LRAM) Quantitative IF-EU-000.A Number of power and gas customers in Europe: 34.6 million A more detailed breakdown of our customer groups cannot be provided.",neutral,0.020867664,0.03280356,0.94632876
"→ Annual Report 2024, Business Report chapter → Annual Report 2024, ESG Figures chapter Total electricity delivered to: (1) residential, (2) commercial, (3) industrial, (4) all other retail customers, and (5) wholesale customers Quantitative IF-EU-000.B Power sales 2024: • Residential and SME: 73 billion kWh • I&C: 42 billion kWh • Sales partners: 12 billion kWh • Wholesale market: 91 billion kWh → Annual Report 2024, Business Report chapter → Annual Report 2024, Sustainable Products and Services chapter Length of transmission and distribution lines Quantitative IF-EU-000.C Total length of power networks: 1,084 thousand kilometers Total length of gas networks: 149 thousand kilometers → Annual Report 2024, Security of Supply chapter → Annual Report 2024, Business Report chapter → Annual Report 2024, ESG Figures chapter Total electricity generated, percentage by major energy source, percentage in regulated markets Quantitative IF-EU-000.D Owned generation by energy source • Natural gas/oil10: 24 percent • Nuclear11: 0 percent • Coal10: 0 percent • Other (includes biomass, wind, and solar): 75 percent → Annual Report 2024, ESG Figures chapter Total wholesale electricity purchased Quantitative IF-EU-000.E Data are not available.",neutral,0.030789845,0.02025476,0.94895536
10Attributable share of electricity from combined heat and power plants for E.ON's district heating networks.,neutral,0.071754515,0.0091686975,0.9190768
11 E.ON's nuclear generation ended in 2023 due to Germany’s phaseout of nuclear power.,negative,0.012492735,0.7852571,0.20225023
