sentence,sentiment,positive_score,negative_score,neutral_score
The main cause was a tight supply of natural gas accompanied by rising global gas demand as the economy recovered.,negative,0.02323574,0.9187576,0.058006685
"In addition, wholesale prices for gas and electricity rose in response to higher coal and carbon prices.",positive,0.9506031,0.020878853,0.028517943
The fourth quarter in particular saw substantial price increases on wholesale markets with varying impacts on consumers.,positive,0.48132864,0.45644394,0.06222738
E.ON is active on wholesale markets and was also affected by price increases in different ways during the reporting period.,negative,0.024455305,0.7163613,0.25918338
The Business Report contains more information on these matters beginning on page 53 .,neutral,0.019802501,0.032467928,0.9477295
Corporate Bond Issued In mid-January 2021 E.ON issued a €600 million corporate bond maturing in December 2028 with a coupon of 0.1 percent.,neutral,0.08487103,0.011618837,0.9035101
"Supplementary Agreements to enviaM’s Consortium Agreement Through subsidiaries, E.ON SE has a roughly 59-percent stake in enviaM AG.",neutral,0.07225245,0.009344991,0.91840255
The other main shareholders are two municipal compa- nies whose aggregate stake totals around 37 percent.,neutral,0.03653303,0.013716009,0.94975096
"From 2002 onward, a consortium agreement gave these municipal shareholders a put option that could be exercised in whole or in part.",neutral,0.11720735,0.009741594,0.87305105
"Pursuant to IAS 32, E.ON SE recorded this put option as a liability in its Consoli- dated Financial Statements.",neutral,0.025928052,0.041753173,0.93231875
"In March 2021, a supplementary agreement to the consortium agreement was concluded that stipu- lates the put option’s cancellation.",positive,0.502279,0.050444804,0.44727618
"The standstill obligation had Corporate Profile Business Model Special Events in the Reporting PeriodE.ON SE Financial Statements pursuant to German GAAP and Combined Group Management Report for the 2021 Financial Y ear Corporate Profile Strategy and Innovation Employees Business Report Forecast Report Risks and Chances Report Internal Control System for the Accounting Process Disclosures Regarding T akeovers Corporate Governance Declaration 6 Combined Group Management Report Contents Search Back E.ON Annual Report 2021 Corporate Profile Strategy and Innovation Employees Business Report Forecast Report Risks and Chances Report Internal Control System for the Accounting Process Disclosures Regarding T akeovers Corporate Governance Declaration 37Combined Group Management ReportContents Search Back Consortium Agreement with RheinEnergie On June 29, 2021, the E.ON Group’s fully consolidated subsidiary Westenergie concluded a new consortium agreement with Rhein- Energie AG.",neutral,0.06076247,0.01733066,0.9219069
"It is planned that Westenergie and RheinEnergie will combine their equity interests in certain municipal utilities in rhenag Rheinische Energie Aktiengesellschaft (“rhenag”), which is also a fully consolidated E.ON Group subsidiary.",neutral,0.06760687,0.009821752,0.9225714
rhenag will con- tinue to be fully consolidated by Westenergie.,neutral,0.13684095,0.007042854,0.8561162
The implementation of the steps envisaged in the consortium agreement is in principle subject to the approval of various authorities.,neutral,0.08493616,0.010611831,0.904452
The closing of this transaction is expected in mid-2022.,neutral,0.023431914,0.020395087,0.956173
"E.ON Sends Assistance from across Germany to Flood Areas Severe storms in western Germany in July 2021 led to considerable damage, including to electricity and gas networks.",negative,0.03653506,0.91303164,0.050433323
"After heavy flooding, E.ON employees therefore gave assistance in the area and worked tirelessly to restore energy service.",positive,0.9122548,0.02522983,0.06251541
"Within a few days, the number of people without power in the service territory of E.ON subsidiary Westnetz was reduced from 200,000 to a few thousand.",negative,0.0387789,0.8385674,0.12265371
"Patrick Lammers Joined E.ON SE Management Board in August 2021 At its May meeting, the E.ON SE Supervisory Board appointed Patrick Lammers as successor to Karsten Wildberger, who left the Company in late July at his own request.",neutral,0.03897995,0.06642805,0.894592
"Nuclear Power/Residual Power Output Rights In 2021, 13 TWh of residual power output rights were acquired from the company that operates Krümmel nuclear power plant (“NPP”) and transferred to Grohnde, Isar II, and Brokdorf NPP, which are operated by PreussenElektra GmbH.",neutral,0.07348632,0.011211717,0.915302
This will ensure that these NPPs can operate until the end of their legally mandated operating lives.,neutral,0.04249652,0.036573492,0.92093
E.ON Supports United Nations’ “Decade for Ecosystem Restoration” E.ON is the world’s first energy company to support the United Nations Environment Programme (“UNEP”) in restoring ecosystems in the interest of climate protection and biodiversity.,positive,0.6978983,0.006832845,0.29526883
"E.ON, Europe’s largest operator of electricity distribution networks, will create valuable biotopes under 13,000 kilometers of high-voltage lines in forested areas.",positive,0.6789189,0.0078072352,0.31327388
"E.ON is a partner in UNEP, which commemorated World Environment Day on June 5 by proclaiming this decade to be the “Decade for Ecosystem Restoration.” E.ON has many years of experience in the ecological management of power-line corridors and already manages 8,000 hectares of such corridors in an environmentally friendly way.",neutral,0.29981932,0.007801573,0.6923791
The Group now intends to draw on this experience across Europe.,positive,0.71467966,0.00655764,0.27876273
E.ON is convinced that healthy and stable ecosystems play an important role in the fight against climate change.,positive,0.5983335,0.009423067,0.39224347
This is why E.ON is investing a double-digit million sum in the preservation of ecosystems and intends to adopt ecological corridor management for overhead power lines in forested areas Group-wide by 2026.,neutral,0.29051065,0.0072489674,0.70224035
Disposal of the Sales Business in Belgium Dutch energy supplier Essent NV and Belgian energy company Luminus signed an agreement in February 2021 to sell Essent’s sales business in Belgium.,positive,0.86671895,0.011442043,0.121838994
"Essent, a wholly owned E.ON Group sub- sidiary, at the time supplied more than 500,000 electricity and gas customers in Belgium.",neutral,0.06351262,0.011372714,0.9251147
The sales business in Belgium was part of Customer Solutions’ Netherlands/Belgium business unit and was deconsolidated in the second quarter of 2021 after the transaction closed.,neutral,0.017039703,0.043265253,0.93969506
been recorded as a liability in the amount of €1.8 billion.,neutral,0.025511326,0.047513258,0.92697537
"Effective March 31, 2021, it no longer existed.",neutral,0.016134499,0.115273155,0.8685924
"Accordingly, equity increased by €1.8 billion.",positive,0.95167947,0.015600212,0.032720316
"Of this amount, €0.7 billion is attributable to share- holders of E.ON SE.",neutral,0.028954761,0.017266972,0.9537783
"E.ON Presents Green Bond Framework Aligned with the EU T axonomy and Issues First Bond under It On March 1, 2021, E.ON became Europe’s first corporate issuer to present a Green Bond Framework that is in full compliance with the EU T axonomy’s criteria for sustainable economic activities and with the draft Delegated Acts.",neutral,0.45632762,0.0076781064,0.53599423
In December E.ON published an updated Green Bond Framework that reflects the final version of the Dele- gated Acts.,neutral,0.13659035,0.008366305,0.85504335
In late March E.ON successfully marketed a €750 million green bond under the new framework.,positive,0.8936244,0.007657145,0.098718435
It matures in October 2032 and has a coupon of 0.6 percent.,neutral,0.04105469,0.015683686,0.9432617
"Disposal of Stake in Rampion Renewables Ltd In 2019 E.ON UK plc sold roughly 60 percent of its stake in Rampion Renewables Ltd, which has a roughly 50-percent stake in U.K. wind farm operator Rampion Offshore Wind Ltd, to RWE Renewables UK Ltd, an RWE Group company.",neutral,0.028494602,0.025430711,0.9460747
"On December 29, 2020, an agree- ment was signed with RWE AG and RWE Renewables UK Ltd under which E.ON UK plc would transfer its remaining 40-percent stake to RWE Renewables UK Ltd.",neutral,0.13024099,0.009369045,0.86039
"In view of this agreement, E.ON has disclosed its stake in Rampion Renewables Ltd as an asset held for sale since December 31, 2020.",neutral,0.03697815,0.013338854,0.949683
"The stake was transferred on April 1, 2021.",neutral,0.02400272,0.0228075,0.9531898
"The parties agreed not to disclose the purchase price, which was received at year-end 2020.",neutral,0.049292214,0.0150944395,0.93561333
"E.ON SE Financial Statements pursuant to German GAAP and Combined Group Management Report for the 2021 Financial Y ear Corporate Profile Strategy and Innovation Employees Business Report Forecast Report Risks and Chances Report Internal Control System for the Accounting Process Disclosures Regarding T akeovers Corporate Governance Declaration 7 Combined Group Management Report Contents Search Back E.ON Annual Report 2021 Corporate Profile Strategy and Innovation Employees Business Report Forecast Report Risks and Chances Report Internal Control System for the Accounting Process Disclosures Regarding T akeovers Corporate Governance Declaration 38Combined Group Management ReportContents Search Back E.ON Propels Digitalization and Develops New Solutions for a Digital, Sustainable Energy World Since September 2021, E.ON has deepened its collaboration with Microsoft and Wipro Limited to promote cloud transformation.",neutral,0.42128867,0.007764201,0.57094705
"The aim of the collaboration is to make IT processes more flexible, to increase operating efficiency, and to accelerate the development of new solutions and services for customers and employees.",positive,0.8739436,0.0073405225,0.11871581
In September E.ON also entered into a cooperative arrangement with IBM Quantum in order to propel the transformation of the energy industry with quantum computing.,positive,0.80170834,0.00693525,0.19135645
"In addition, in September E.ON acquired a majority stake in Aachen- based start-up gridX, the energy industry’s leading provider of smart-grid intelligence.",neutral,0.34161228,0.007122081,0.65126556
"The company develops digital platform solutions that connect, control, and optimize distributed energy resources, such as electric cars.",neutral,0.1065879,0.0097152535,0.88369685
In December E.ON acquired a majority stake in software company envelio GmbH.,neutral,0.06631937,0.010763767,0.9229168
envelio is a specialist in digital grid management and has developed an intelligent grid platform.,neutral,0.2923192,0.0062529175,0.7014279
This solution enables grid operators to create a digital twin of their energy grid in order to use real-time grid data to optimize grid planning and operations as well as decision-making.,neutral,0.20634986,0.007850535,0.7857996
E.ON to Invest €27 Billion in the Energy T ransition through 2026 E.ON presented its growth strategy through 2026 at its Capital Markets Day in November.,neutral,0.3051538,0.008313333,0.68653286
The strategy foresees continual increases in operating earnings as well as dividends.,positive,0.9450712,0.013145831,0.041782945
E.ON for the first time also extended its forecast timeframe from three to five years.,positive,0.7383623,0.017579379,0.2440583
home office and variable working hours) in order to accommodate employees’ personal circumstances and needs.,neutral,0.034657594,0.025355373,0.93998706
Covid-19 also made it necessary to adjust meeting formats.,neutral,0.03278239,0.18798888,0.77922875
Most meetings were held virtually and still are.,neutral,0.035172608,0.028323881,0.93650347
"In addition, managers have paid even more attention than usual to their employees’ well-being and, when needed, have pointed them toward company assistance and support ser- vices, such as a confidential personal counseling.",neutral,0.16670273,0.3815655,0.45173186
Vaccination is the principal way to protect oneself and others from infection with the coronavirus.,neutral,0.047070503,0.026424414,0.92650515
E.ON therefore offered vaccinations at many of its offices and facilities.,neutral,0.18437065,0.010674817,0.8049545
Employees and their families could receive a first and second vaccination in the summer of 2021 and booster vaccinations in the winter of 2021–2022.,neutral,0.047967747,0.032807354,0.91922486
"E.ON is comprehensively fulfilling its social responsibility by offering a wide range of flexible work arrangements, hygiene plans, and vaccinations, thus making an important contribution toward combating the pandemic and safeguarding employees.",positive,0.76848763,0.0085942065,0.22291814
E.ON’s business and operating environment continues to be affected by the Covid-19 pandemic.,negative,0.012679896,0.93577456,0.051545516
"The implications and impacts will depend on the emergence of new virus variants, the progress of vaccinations, and the effectiveness of vaccines.",neutral,0.056398205,0.02425716,0.91934466
"E.ON continuously analyses the risk situation resulting from the Covid-19 pandemic and, if necessary, will take additional measures to contain the pandemic’s impact.",neutral,0.1750975,0.014902746,0.80999976
There were no significant Covid-19-related implications for the employment situation in the E.ON Group at any time in 2021.,neutral,0.024568923,0.3128551,0.66257596
"The agreement on the implementation of the accelerated nuclear phaseout after 2011 between the German federal government and the country’s NPP operators was enacted into law and carried out by means of the transfer of residual power output rights, the federal government’s payment of compensation, and Vattenfall’s repayment of preliminary purchase prices to PreussenElektra.",neutral,0.32516524,0.009399696,0.6654351
Orano of France and the German federal government reached an agreement to simplify the return of French reprocessed waste.,positive,0.92674536,0.013189732,0.06006497
The agreed-on payments were made in the fourth quarter.,neutral,0.1195996,0.014568905,0.86583143
It is foreseen that the reduced number of containers will be returned by 2024.,negative,0.08227463,0.59716564,0.32055977
Operations during the Covid-19 Pandemic E.ON’s top priorities during the Covid-19 pandemic are a secure energy supply and the safety of employees and customers.,neutral,0.09163839,0.02425706,0.8841046
"E.ON’s power, gas, and heat networks, which secure the energy supply in large parts of Europe, continue to run stably, even under difficult conditions.",positive,0.8966566,0.0786899,0.02465353
"E.ON was able to draw on previously prepared pandemic and crisis plans, which it implemented accordingly.",positive,0.8207808,0.008250107,0.17096908
"This included updating risk assessments, adjusting rules in line with government regulations, and conducting timely communications to promote transparency and awareness regarding the Covid-19 pandemic and E.ON’s response measures.",neutral,0.27503216,0.009560173,0.7154076
This has made it possible to maintain all key functions.,positive,0.71585405,0.0074518863,0.27669406
"The most important measures included strict adher- ence to hygiene and social-distancing rules as well as the isolation of particularly sensitive work areas, such as network control centers.",neutral,0.036837634,0.17536512,0.7877972
"In addition, technicians who do field work on the network have special equipment to minimize the risk of infection.",neutral,0.08419387,0.017238233,0.89856786
"In addition, one of E.ON‘s priorities is to help employees deal with the pandemic’s impact.",neutral,0.30553845,0.0132800145,0.68118155
"Where possible, the Company has therefore made use of all forms of flexible working arrangements (such as E.ON SE Financial Statements pursuant to German GAAP and Combined Group Management Report for the 2021 Financial Y ear Corporate Profile Strategy and Innovation Employees Business Report Forecast Report Risks and Chances Report Internal Control System for the Accounting Process Disclosures Regarding T akeovers Corporate Governance Declaration 8 Combined Group Management Report Contents Search Back E.ON Annual Report 2021 Corporate Profile Strategy and Innovation Employees Business Report Forecast Report Risks and Chances Report Internal Control System for the Accounting Process Disclosures Regarding T akeovers Corporate Governance Declaration 39Combined Group Management ReportContents Search Back ÉMÁSZ DSO as well as E.ON ETI were deconsolidated in the third quarter of 2021 following the transaction’s closure effective August 31, 2021.",neutral,0.019973997,0.03549569,0.9445303
"T o further optimize E.ON’s portfolio in Hungary, E.ON Hungária Zrt.",neutral,0.4011758,0.006965521,0.5918587
"signed an agreement with MVM on February 23, 2022, to sell 100 percent of its stake in E.ON Áramszolgáltató Kft.",positive,0.6535554,0.009001873,0.33744273
EÁS holds a regional universal service provider (“USP”) license under which it supplies electricity to customers in certain regions of Hun- gary.,neutral,0.17185377,0.007203989,0.8209423
"As of December 31, 2021, the transaction was expected to successfully close within the next twelve months.",neutral,0.26359504,0.011216465,0.7251885
"Pursuant to IFRS 5, EÁS’s USP business, which is part of Customer Solutions’ Other unit, was therefore reclassified as a disposal group effective December 31, 2021.",neutral,0.017873172,0.052684907,0.92944187
"Sale of innogy eMobility Solutions GmbH E.ON sold 100 percent of the shares in innogy eMobility Solutions GmbH (“ieMS”) to Compleo Charging Solutions AG effective December 31, 2021. ieMS and its subsidiaries are active in eMobility, particulary charging stations, in Europe.",neutral,0.049312137,0.01188106,0.93880683
"Until the date of the sale, the company was reported in the Customer Solutions segment.",neutral,0.020114085,0.027403131,0.95248276
Planned Reorganization of the ZSE and VSEH Units in Slovakia E.ON is in negotiations with the Slovak state on a further combina- tion of the businesses of Západoslovenská energetika a.s. (“ZSE”) and Východoslovenská energetika Holding a.s. (“VSEH”).,neutral,0.10623697,0.011931005,0.88183206
"E.ON has a 49-percent stake in each of the two companies, and the Slovakian state has a 51-percent stake.",neutral,0.03839349,0.01350113,0.9481054
"VSEH, in which E.ON has control, is fully consolidated and is part of Energy Networks’ East-Central Europe/T urkey unit and Customer Solutions’ Other unit.",neutral,0.039683837,0.013328632,0.94698757
The trans- action is expected to successfully close within the next 12 months.,positive,0.8080333,0.008917271,0.18304943
"The implementation of the planned transaction would in the future result in the VSEH Group’s business operations, which previously E.ON intends to increase EBITDA in its core business (that is, excluding PreussenElektra’s soon-to-be-discontinued nuclear energy opera- tions) by about 4 percent annually to around €7.8 billion in 2026.",positive,0.9507751,0.0118283555,0.037396517
"E.ON will lay the foundation for this ambitious growth by investing a total of roughly €27 billion through 2026, of which about €22 bil- lion will go toward expanding its energy networks, which are the backbone of the energy transition, and €5 billion toward growing its customer solutions business.",positive,0.7513388,0.0069172885,0.2417439
"In addition, E.ON intends to increase its dividend by up to 5 percent annually through the 2026 financial year and its earnings per share by 8 to 10 percent annually.",positive,0.94776326,0.013954766,0.03828194
E.ON will propose a dividend of 49 cents per share for the 2021 financial year.,neutral,0.040136635,0.017623242,0.94224006
E.ON intends to carry out the entire growth program while main- taining its strong rating and a debt factor between 4.8 and 5.2.,positive,0.56077147,0.009452813,0.4297758
"For this purpose, E.ON will further optimize its portfolio, through which it expects to generate proceeds of roughly €2 to €4 billion in the next five years.",positive,0.83406794,0.006600012,0.15933213
"Portfolio optimization may consist of the divestment of businesses that do not fit with the tripartite strategy of growth, sustainability, and digitalization as well as selected partnerships.",neutral,0.039372653,0.016764492,0.9438629
2021 Employee Stock Program Launched E.ON has conducted several employee stock purchase programs in the past.,neutral,0.0675729,0.014787441,0.9176396
E.ON continued this successful approach to employee involvement and retention by launching the Employee Stock Pro- gram (“ESP”) in 2021 financial year.,positive,0.6522765,0.008065377,0.33965808
All employees eligible to partic- ipate in the ESP are offered the opportunity once a year to purchase discounted blocks of E.ON stock.,neutral,0.09217116,0.009528725,0.89830005
"Employees received a grant of €360 for each block of stock purchased under the ESP and, if they met certain eligibility requirements, an additional one-time grant of up to €360 for the stock they purchased on September 30, 2021.",neutral,0.29268786,0.010084432,0.6972277
The ESP’s purpose is to promote employee stock ownership and employee retention.,neutral,0.11450845,0.00923875,0.8762528
"Consequently, stock acquired under the ESP is subject to a blackout period (which ends on December 31, 2023) during which it cannot be sold.",neutral,0.016917806,0.05406674,0.92901546
E.ON believes that stock ownership motivates employees to assume more responsibility and identify more closely with the company they work for.,neutral,0.46110708,0.012047573,0.52684534
"Westnetz GmbH Sells Shares in Stromnetzgesellschaft Essen In December Westnetz GmbH contractually agreed to sell 50 percent of its limited partnership interest in the newly established Strom- netzgesellschaft Essen GmbH & Co. KG to Essener Versorgungs- und Verkehrsgesellschaft mbH effective January 1, 2022.",neutral,0.2694955,0.012839499,0.71766496
"T echnical assets, such as the low-voltage network of the city of Essen and transformer stations, will also be transferred to this company.",neutral,0.035649925,0.013820537,0.9505296
"After the transaction closes, these assets will be leased back to E.ON, which will continue to be responsible for operating the network.",neutral,0.04201678,0.013612675,0.9443705
IFRS 5’s criteria for these assets to be disclosed as held for sale were met for the first time in the third quarter of 2021.,neutral,0.19818866,0.009252812,0.7925585
Reorganization of E.ON’s Business in Hungary In early October 2019 E.ON acquired EnBW’s 27-percent stake in ELMŰ Nyrt.,neutral,0.0656557,0.012283119,0.92206115
"Subsequently, E.ON, MVM Magyar Villamos Művek Zrt.",neutral,0.071143694,0.011066769,0.9177895
"(“MVM,” a shareholder of ELMŰ and ÉMÁSZ), and Opus Global Nyrt.",neutral,0.04479714,0.014154388,0.9410485
(“Opus”) signed a frame- work agreement.,positive,0.785032,0.008511617,0.20645647
This agreement enables E.ON to give itself a bal- anced and optimized portfolio in Hungary that will also make it pos- sible to swiftly integrate innogy’s operations there.,positive,0.92250526,0.007867949,0.06962678
"The agreement was fully implemented effective December 16, 2021, after clear- ance by the relevant agencies.",neutral,0.3593012,0.010876858,0.62982196
"After the sales by E.ON, MVM holds 100 percent of distribution operator ÉMÁSZ, ÉMÁSZ Hálózati Kft.",neutral,0.04309131,0.012718876,0.9441898
"(“ÉMÁSZ DSO“), and a 25-percent stake in E.ON Hungária Zrt.",neutral,0.05178776,0.0128676435,0.9353446
"(including the acquired innogy holding companies, ELMŰ Zrt.",neutral,0.053840145,0.01263865,0.9335213
"In addition, Opus acquired E.ON Tiszántúli Áramhálózati Zrt.",neutral,0.06110645,0.011286144,0.9276074
"ÉMÁSZ DSO as well as E.ON ETI were, pursuant to IFRS, reclassified as a disposal group as of December 31, 2020; both were part of the Energy Networks’ operations in Hungary.",neutral,0.023856748,0.024112616,0.95203066
"E.ON SE Financial Statements pursuant to German GAAP and Combined Group Management Report for the 2021 Financial Y ear Corporate Profile Strategy and Innovation Employees Business Report Forecast Report Risks and Chances Report Internal Control System for the Accounting Process Disclosures Regarding T akeovers Corporate Governance Declaration 9 Combined Group Management Report Contents Search Back E.ON Annual Report 2021 Corporate Profile Strategy and Innovation Employees Business Report Forecast Report Risks and Chances Report Internal Control System for the Accounting Process Disclosures Regarding T akeovers Corporate Governance Declaration 40Combined Group Management ReportContents Search Back In addition to these key performance indicators, the Combined Group Management Report for the 2021 financial year includes other financial and non-financial performance indicators that were not in the focus of the ongoing management of our businesses in the past financial year.",neutral,0.029854504,0.061284974,0.9088605
"E.ON’s Management System as of 2022 In the past financial year, we further developed our management system and geared it strictly to our sustainable growth strategy.",positive,0.5891571,0.009675357,0.4011675
"As of the 2022 financial year, adjusted EBITDA, investments, and earnings per share based on adjusted net income (“EPS”) will be used as the most significant indicators for managing our aspired growth.",neutral,0.27645046,0.010300526,0.713249
The use of additional key financial and non-financial perfor- mance indicators is intended to ensure that our growth is in line with the various interests of our stakeholders.,positive,0.6107101,0.008172243,0.38111764
"In particular, we focus on our customers, employees, shareholders, and bondholders—always in line with our environmental, social, and governmental responsi- bility as a leading international energy company.",neutral,0.2364582,0.0077723907,0.7557694
Many of these performance indicators have already been used in the past to manage our businesses.,neutral,0.08867065,0.012194459,0.8991348
"However, by using adjusted EBITDA instead of, as previously, adjusted EBIT, will enable more precise management of our targeted growth while at the same time focusing on the cash-effectiveness of our earnings.",positive,0.8158357,0.008827548,0.17533676
"By including significant non-financial performance indicators in our management system, in particular sustainability indicators are now explicitly anchored in the ongoing management of our businesses.",neutral,0.2901796,0.00859125,0.70122916
"Key Performance Indicators in 2021 In the 2021 financial year, the most significant key performance indicators for the value-oriented management of our operations were adjusted EBIT, adjusted net income, and earnings per share based on net income (“EPS”), as well as investments and cash- conversion rate.",neutral,0.23329185,0.020323984,0.7463842
"Furthermore, debt factor was a significant key performance indicator in the past financial year.",positive,0.92957467,0.01595577,0.054469567
Adjusted EBIT is an earnings figure before interest income and income taxes that has been adjusted to exclude non-operating effects.,neutral,0.020887077,0.034365952,0.94474703
"The adjustments include net book gains, certain restructur- ing expenses, impairment charges and reversals, the mark-to-market valuation of derivatives, and other non-operating earnings (see the explanatory information beginning on page 66 of the Combined Group Management Report and in Note 35 to the Consolidated Financial Statements).",neutral,0.035401966,0.055740066,0.90885794
"Adjusted net income is an earnings figure after interest income, income taxes, and non-controlling interests that has likewise been adjusted to exclude non-operating effects (see the explanatory information on page 67 of the Combined Group Management Report).",neutral,0.025836045,0.02724598,0.94691795
It is the main factor determining earn- ings per share (“EPS”).,neutral,0.07765592,0.023542043,0.898802
Investments are equal to the investments expenditures shown in the E.ON Group’s Consolidated Statements of Cash Flows.,neutral,0.024338672,0.0225215,0.9531398
Cash-con- version rate is equal to operating cash flow before interest and taxes divided by adjusted EBITDA.,neutral,0.024482427,0.026342032,0.9491755
The expenditures for the dismantling of nuclear power stations included in operating cash flow before interest and taxes are not factored into the cash-conversion rate.,neutral,0.019404652,0.030334093,0.95026124
